InRow,383012.0,696.0,106.0,2617.501013376571
TACO,875286.0,1680.0,258.0,4543.816916632887
InRow,2193476.0,18757.5,1918.5,28226.803348050038
TACO,3141054.0,26626.5,4579.0,42460.14109639441
