john_hodge_000_1_1.pst.16.xls,97,238,256,110,174
tracy_geaccone_000_1_1.pst.352.xls,31,76,46,76,46
richard_shapiro_001_1_1_1.pst.3.xls,328,549,329,359,242
elizabeth_sager_000_1_1.pst.81.xls,201,369,507,160,261
mark_taylor_000_1_1.pst.202.xls,223,224,223,224,223
chris_germany_000_1_1_1.pst.83.xls,81,162,81,2,1
john_griffith_001_1_1.pst.528.xls,812,1515,1480,1129,1121
rick_buy_000_1_1_1_1.pst.111.xls,1085,1676,2914,1676,2914
kevin_presto_000_1_1.pst.372.xls,69,80,80,80,80
david_delainey_000_1_2.pst.134.xls,5256,18520,15294,794,838
jonathan_mckay_000_1_1.pst.140.xls,56,101,106,65,62
larry_may_000_1_1.pst.116.xls,19,39,20,33,17
kevin_presto_000_1_1.pst.354.xls,104,80,80,80,80
sally_beck_002_1_1_1.pst.26.xls,750,1732,1766,1682,1741
joe_parks_000_1_1.pst.315.xls,35252,51046,89107,38499,54588
benjamin_rogers_000_1_1.pst.42.xls,2230,4201,11643,3495,10790
monika_causholli_000_1_1.pst.17.xls,5,15,10,3,2
richard_shapiro_000_1_1.pst.170.xls,11,22,11,22,11
kay_mann_000_1_1.pst.73.xls,207,327,296,325,274
john_griffith_000_1_1.pst.1000.xls,11727,13532,18167,2651,3617
daren_farmer_000_1_1.pst.1441.xls,43,86,83,7,7
darrell_schoolcraft_000_1_1_1.pst.628.xls,158,184,167,177,162
phillip_platter_000_1_1.pst.21.xls,1093,2264,1652,2055,1546
sally_beck_000_1_2_1.pst.22.xls,86,172,86,74,37
chris_germany_000_1_2.pst.1059.xls,27347,28034,50435,13510,23072
richard_ring_000_1_1.pst.148.xls,1635,2182,1637,18,14
chris_germany_000_1_2.pst.141.xls,367,892,601,410,262
sara_shackleton_000_1_2.pst.80.xls,12,24,12,24,12
kate_symes_000_1_1.pst.1017.xls,982,1672,1578,840,770
chris_stokley_000_1_1.pst.0.xls,290,848,559,720,469
lisa_gang_000_1_1.pst.99.xls,171,342,171,64,33
scott_neal_000_1_1.pst.107.xls,29,53,45,53,45
lynn_blair_000_1_1.pst.194.xls,49,71,54,16,10
louise_kitchen_001_1_1_1.pst.277.xls,228,388,364,309,270
lisa_gang_000_1_1.pst.73.xls,172,344,172,71,36
rick_buy_000_1_1_1_1.pst.160.xls,490,987,666,588,457
phillip_allen_000_1_1.pst.241.xls,147,250,285,35,27
rick_buy_000_1_2_1.pst.116.xls,312,487,556,428,436
peter_keavey_000_1_1.pst.208.xls,116,575,460,80,64
chris_germany_000_1_1_1.pst.109.xls,6901,7241,13851,4666,8459
louise_kitchen_001_1_1_1.pst.71.xls,1333,2253,1465,2253,1465
louise_kitchen_000_1_1_1_1.pst.227.xls,85,221,184,60,40
mike_carson_000_1_1.pst.51.xls,24,50,54,17,18
chris_germany_000_1_1_1.pst.3.xls,226,370,388,370,388
john_hodge_000_1_1.pst.198.xls,24515,43008,33335,42,33
phillip_allen_001_1_1.pst.396.xls,277,319,419,189,187
stacey_white_000_1_1.pst.379.xls,406,549,407,333,243
richard_shapiro_001_1_1_1.pst.17.xls,9,15,12,15,12
theresa_staab_000_1_1.pst.162.xls,70,107,95,97,90
daren_farmer_000_1_1.pst.387.xls,12398,22817,37050,19217,21759
theresa_staab_000_1_1.pst.153.xls,63,135,113,34,23
louise_kitchen_001_1_1_1.pst.254.xls,1987,3842,2635,1506,1377
stacey_white_000_1_1.pst.230.xls,7800,18412,14246,13133,10028
kevin_presto_000_1_1.pst.309.xls,118,80,80,80,80
chris_germany_000_1_1_1.pst.140.xls,130,260,130,260,130
louise_kitchen_000_1_2_1.pst.228.xls,2,12,10,12,10
benjamin_rogers_000_1_1.pst.112.xls,171,182,231,198,213
kim_ward_000_1_2.pst.622.xls,21,42,22,19,10
chris_germany_000_1_1_1.pst.6.xls,817,978,1374,872,984
richard_ring_000_1_1.pst.52.xls,12,19,11,19,11
john_lavorato_000_1_1_1.pst.33.xls,16,28,21,28,21
james_steffes_000_1_1.pst.153.xls,1302,1650,1994,1649,1989
john_griffith_000_1_1.pst.525.xls,118,236,173,214,149
kimberly_watson_000_1_1.pst.18.xls,79,198,167,79,57
chris_germany_000_1_2.pst.1028.xls,894,1280,1089,530,519
stacey_white_000_1_1.pst.413.xls,38,98,66,23,16
thomas_martin_000_1_1_1.pst.193.xls,443,681,828,489,630
darrell_schoolcraft_000_1_1_1.pst.733.xls,5156,8993,6036,8052,4709
lisa_gang_000_1_1.pst.259.xls,15,24,15,24,15
phillip_m_love_000_1_1.pst.10.xls,330,907,824,513,556
michelle_lokay_000_1_2_1.pst.827.xls,28,62,58,62,58
daren_farmer_000_1_1.pst.313.xls,11441,24414,12973,19824,9913
sally_beck_000_1_1_1_1.pst.266.xls,134,232,300,232,300
jim_schwieger_000_1_1.pst.112.xls,19036,35432,49318,35432,49318
thomas_martin_000_1_1_1.pst.227.xls,38,48,38,33,24
vkaminski_002_1_1_1.pst.266.xls,1478,2634,2529,1904,2164
lindy_donoho_000_1_1_1.pst.150.xls,33,78,57,12,9
louise_kitchen_000_1_1_1_1.pst.90.xls,16,27,21,21,19
richard_ring_000_1_1.pst.145.xls,1632,2178,1634,14,14
kevin_hyatt_000_1_1.pst.53.xls,33,45,32,30,22
hunter_shively_000_1_1.pst.392.xls,4637,8066,9485,5608,7546
frank_ermis_000_1_1.pst.184.xls,1869,3768,3658,3718,3402
paul_lucci_000_1_1.pst.132.xls,45,127,88,24,22
andrea_ring_000_1_1.pst.15.xls,86,172,108,45,38
richard_shapiro_000_1_1.pst.164.xls,1152,2160,2160,60,60
sally_beck_000_1_1_1_1.pst.305.xls,183,405,465,405,465
lindy_donoho_000_1_1_1.pst.139.xls,248,479,260,417,226
michelle_lokay_000_1_2_1.pst.105.xls,1454,2532,2525,1470,1455
gstorey_000_1_1.pst.3.xls,5138,9401,8598,4851,4532
michelle_lokay_000_1_2_1.pst.122.xls,185,477,387,39,26
dutch_quigley_000_1_1.pst.127.xls,14,26,23,26,23
kim_ward_000_1_2.pst.206.xls,335,479,572,184,175
mark_guzman_000_1_1_1.pst.169.xls,60,122,108,8,6
daren_farmer_000_1_1.pst.230.xls,481,861,968,404,608
kevin_presto_000_1_1.pst.478.xls,2270,3339,3196,3331,3159
kim_ward_000_1_2.pst.191.xls,12,13,12,13,12
scott_neal_000_1_1.pst.273.xls,29,53,45,53,45
benjamin_rogers_001_1_1.pst.26.xls,117,220,169,151,135
holden_salisbury_000_1_1.pst.15.xls,2740,11353,8644,1015,847
darron_c_giron_000_1_1_1.pst.227.xls,216,625,527,333,327
mark_taylor_000_1_1.pst.153.xls,19,24,19,24,19
kam_keiser_000_1_1.pst.211.xls,14,18,14,18,14
errol_mclaughlin_jr_000_1_1.pst.300.xls,209,418,209,26,13
lisa_gang_000_1_1.pst.200.xls,2513,5246,3605,5037,3499
daren_farmer_001_1_1.pst.622.xls,1286,3026,2609,242,272
chris_germany_000_1_1_1.pst.176.xls,142,129,84,129,84
john_lavorato_000_1_1_1.pst.11.xls,254,558,447,532,341
jeffrey_a_shankman_000_1_2.pst.206.xls,145,292,222,266,206
steven_merriss_000_1_1.pst.10.xls,369,682,369,268,162
rick_buy_000_1_2_1.pst.1.xls,10,15,15,15,11
darrell_schoolcraft_000_1_1_1.pst.759.xls,26,76,50,7,4
darron_c_giron_000_1_1_1.pst.133.xls,2310,1724,1436,8,6
lynn_blair_000_1_1.pst.184.xls,96,198,251,157,213
daren_farmer_000_1_1.pst.1442.xls,1513,2428,2634,274,236
kate_symes_000_1_1.pst.819.xls,2335,10130,7930,1146,796
scott_neal_000_1_1.pst.260.xls,80,239,159,83,55
phillip_allen_000_1_1.pst.127.xls,119,237,181,57,46
bill_williams_iii_000_1_1.pst.27.xls,1178,4585,3482,739,506
daren_farmer_000_1_1.pst.129.xls,347,535,368,293,203
louise_kitchen_000_1_1_1_1.pst.168.xls,46,84,62,39,29
darron_c_giron_000_1_1_1.pst.206.xls,34,68,34,68,34
john_zufferli_000_1_1.pst.20.xls,11,30,19,7,5
kim_ward_000_1_2.pst.366.xls,36,90,72,45,36
lindy_donoho_000_1_1_1.pst.254.xls,345,630,618,494,470
richard_shapiro_000_1_1.pst.105.xls,1836,3108,2132,3101,2108
daren_farmer_000_1_1.pst.1141.xls,126,210,168,210,168
darrell_schoolcraft_000_1_1_1.pst.717.xls,1523,2761,3126,1143,1091
sally_beck_000_1_1_1_1.pst.136.xls,810,1218,1019,607,603
dutch_quigley_000_1_1.pst.278.xls,61,182,181,182,181
keith_holst_000_1_1.pst.144.xls,17671,50325,34943,131,70
louise_kitchen_000_1_2_1.pst.252.xls,76,203,175,42,31
joe_parks_000_1_1.pst.227.xls,25451,47812,66124,41622,45749
peter_keavey_000_1_1.pst.14.xls,116,575,460,80,64
frank_ermis_000_1_1.pst.77.xls,1833,3733,3564,3680,3392
lisa_gang_000_1_1.pst.25.xls,4221,8492,4834,2471,1307
sally_beck_000_1_2_1.pst.47.xls,153,154,153,154,153
peter_keavey_000_1_1.pst.244.xls,116,575,460,80,64
benjamin_rogers_000_1_1.pst.159.xls,15,30,15,30,15
jeff_dasovich_000_1_1_1.pst.44.xls,10041,20082,10041,33,17
kate_symes_000_1_1.pst.265.xls,45,113,90,9,6
kim_ward_000_1_2.pst.205.xls,340,486,582,180,178
craig_dean_000_1_1.pst.87.xls,1466,5718,4346,910,626
stacey_white_000_1_1.pst.243.xls,1111,1799,1661,1342,1264
richard_ring_000_1_1.pst.56.xls,168,273,552,273,552
kevin_presto_000_1_1.pst.345.xls,136,80,80,80,80
darrell_schoolcraft_000_1_1_1.pst.462.xls,470,600,700,490,585
john_griffith_000_1_1.pst.200.xls,39505,49103,89279,30008,40732
mary_fischer_000_1_1.pst.446.xls,100,174,125,140,108
lisa_gang_000_1_1.pst.155.xls,2513,5246,3605,5037,3499
jonathan_mckay_000_1_1.pst.107.xls,692,1351,1052,839,652
louise_kitchen_001_1_1_1.pst.476.xls,79,134,104,55,50
rick_buy_000_1_1_1_1.pst.64.xls,627,1637,1390,1559,1342
sally_beck_001_1_1_1_1.pst.470.xls,24,48,24,15,8
louise_kitchen_001_1_1_1.pst.447.xls,976,1582,1952,694,690
paul_y'barbo_000_1_1.pst.25.xls,144,380,308,86,80
benjamin_rogers_001_1_1.pst.235.xls,4099,6174,7451,6011,7244
darrell_schoolcraft_000_1_1_1.pst.428.xls,7550,10747,13208,5263,5108
robin_rodrigue_000_1_1.pst.2.xls,169,197,234,55,66
sally_beck_000_1_1_1_1.pst.297.xls,261,494,313,439,284
chris_germany_000_1_1_1.pst.167.xls,294,604,852,230,222
sally_beck_000_1_1_1_1.pst.18.xls,1056,2944,2596,2688,2424
louise_kitchen_000_1_1_1_1.pst.37.xls,11,22,11,22,11
kevin_ruscitti_000_1_1.pst.156.xls,8268,27200,26350,11904,11532
darrell_schoolcraft_000_1_1_1.pst.229.xls,282,360,420,294,351
phillip_platter_000_1_1.pst.48.xls,4621,9675,6877,9048,6559
louise_kitchen_001_1_1_1.pst.206.xls,395,857,613,372,321
richard_sanders_000_1_1_1.pst.10.xls,12,35,24,15,9
tori_kuykendall_000_1_1_1.pst.22.xls,149,212,222,24,26
chris_germany_000_1_2.pst.1154.xls,1637,2413,2170,1613,1525
kevin_presto_000_1_1.pst.125.xls,91,80,80,80,80
larry_campbell_000_1_1.pst.224.xls,145,328,290,132,105
cooper_richey_000_1_1.pst.17.xls,39,102,75,102,75
scott_neal_000_1_1.pst.533.xls,6644,13085,10685,1083,799
joe_parks_000_1_1.pst.505.xls,29,40,49,40,49
darrell_schoolcraft_000_1_1_1.pst.463.xls,3166,5588,4654,407,376
phillip_allen_000_1_1.pst.256.xls,147,250,285,35,27
mark_whitt_000_1_1.pst.144.xls,63,188,129,8,11
monika_causholli_000_1_1.pst.123.xls,23,87,64,87,64
lisa_gang_000_1_1.pst.284.xls,306,451,1364,451,1364
jonathan_mckay_000_1_1.pst.24.xls,15333,35835,36076,2934,2853
larry_campbell_000_1_1.pst.225.xls,109,225,216,161,145
jason_wolfe_000_1_1.pst.18.xls,25,55,38,40,28
kam_keiser_000_1_1.pst.198.xls,280,475,280,73,41
lisa_gang_000_1_1.pst.52.xls,3264,7107,4213,1801,1156
sara_shackleton_000_1_2.pst.21.xls,27,42,22,23,13
john_griffith_000_1_1.pst.148.xls,3234,3486,3234,760,754
monika_causholli_000_1_1.pst.12.xls,31,69,55,69,55
phillip_allen_000_1_1.pst.208.xls,114,230,170,59,42
gerald_nemec_000_1_1.pst.3.xls,37,74,37,2,1
scott_neal_000_1_1.pst.341.xls,85,254,169,83,55
robert_badeer_000_1_1.pst.130.xls,16,32,18,8,6
joe_parks_000_1_1.pst.185.xls,15,60,45,4,3
michelle_lokay_000_1_2_1.pst.368.xls,4898,6965,8569,3413,3327
chris_germany_000_1_2.pst.110.xls,93,155,184,155,184
chris_germany_000_1_1_1.pst.34.xls,1584,2413,2047,1862,1554
kevin_presto_000_1_1.pst.159.xls,83,80,80,80,80
kim_ward_000_1_2.pst.161.xls,117,260,228,58,53
louise_kitchen_000_1_1_1_1.pst.167.xls,36,68,69,58,57
shelley_corman_000_1_1.pst.58.xls,27,39,27,27,15
lynn_blair_000_1_1.pst.69.xls,60,67,62,67,62
darrell_schoolcraft_000_1_1_1.pst.550.xls,1316,1680,1960,1372,1638
mike_swerzbin_000_1_1.pst.97.xls,462,714,462,618,378
bill_williams_iii_000_1_1.pst.92.xls,29,30,29,30,29
dan_hyvl_000_1_1.pst.112.xls,5492,8526,12923,1204,1156
john_griffith_000_1_1.pst.542.xls,30,60,30,18,9
sally_beck_000_1_1_1_1.pst.414.xls,183,405,465,405,465
gstorey_000_1_1.pst.116.xls,94862,148937,298924,147455,297534
errol_mclaughlin_jr_000_1_1.pst.62.xls,406,549,407,333,243
kevin_presto_000_1_1.pst.269.xls,99,80,80,80,80
peter_keavey_000_1_1.pst.69.xls,116,575,460,80,64
lynn_blair_000_1_1.pst.166.xls,64,71,66,71,66
mary_fischer_000_1_1.pst.266.xls,473,910,539,463,305
kim_ward_000_1_2.pst.167.xls,81,126,150,126,150
chris_germany_000_1_1_1.pst.145.xls,3249,3920,3939,950,1116
chris_germany_000_1_2.pst.1019.xls,145,336,227,45,33
stacey_white_000_1_1.pst.320.xls,22,44,22,20,10
richard_shapiro_001_1_2.pst.210.xls,26,39,26,3,2
marie_heard_000_1_1.pst.4.xls,23,46,23,26,13
darrell_schoolcraft_000_1_1_1.pst.685.xls,26,75,50,28,18
benjamin_rogers_001_1_1.pst.155.xls,45736,63248,70996,58019,65869
phillip_m_love_000_1_1.pst.24.xls,154,296,148,4,2
phillip_allen_000_1_1.pst.143.xls,22,38,29,29,25
peter_keavey_000_1_1.pst.239.xls,116,575,460,80,64
monika_causholli_000_1_1.pst.11.xls,62,125,120,125,120
michelle_lokay_000_1_2_1.pst.825.xls,68,119,79,109,71
drew_fossum_000_1_1.pst.277.xls,60,120,60,4,2
mike_carson_000_1_1.pst.66.xls,25,50,58,17,19
stacey_white_000_1_1.pst.218.xls,476,725,481,726,475
stacey_white_000_1_1.pst.202.xls,34,68,34,68,34
benjamin_rogers_000_1_1.pst.140.xls,36855,69386,104323,23169,33466
michelle_lokay_000_1_2_1.pst.212.xls,2772,8977,7247,1625,1400
daren_farmer_000_1_1.pst.1313.xls,941,1535,1724,115,111
errol_mclaughlin_jr_000_1_1.pst.90.xls,29,31,29,31,29
larry_campbell_000_1_1.pst.365.xls,41,88,73,33,24
kevin_presto_000_1_1.pst.314.xls,119,80,80,80,80
mary_hain_000_1_1.pst.112.xls,1955,6552,5254,5370,4433
chris_germany_000_1_1_1.pst.154.xls,1505,2639,2585,2518,2196
daren_farmer_000_1_1.pst.1652.xls,622,1143,1224,424,514
sara_shackleton_001_1_1.pst.371.xls,732,1465,1457,306,305
sandra_brawner_000_1_1.pst.10.xls,372,606,913,378,480
benjamin_rogers_001_1_1.pst.126.xls,149,343,300,171,192
paul_y'barbo_000_1_1.pst.188.xls,31,72,61,9,7
jeff_dasovich_000_1_1_1.pst.149.xls,2511,4237,5676,2060,3082
chris_germany_000_1_2.pst.244.xls,213,414,388,261,233
louise_kitchen_001_1_1_1.pst.449.xls,112,231,234,102,88
