File name,Formulae,Vertices,Edges,InRow Vertices,InRow Edges,TACO Vertices,TACO Edges,Max Dep Ref ,Max Dep,Longest Dep Ref,Longest Dep,RR-Chain-Comp,RR-Chain-NoComp,RR-Comp,RR-NoComp,RF-Comp,RF-NoComp,FR-Comp,FR-NoComp,FF-Comp,FF-NoComp,RR-GapOne,RR-GapOne-NoComp,RR-GapTwo,RR-GapTwo-NoComp,RR-GapThree,RR-GapThree-NoComp,RR-GapFour,RR-GapFour-NoComp,RR-GapFive,RR-GapFive-NoComp,RR-GapSix,RR-GapSix-NoComp,RR-GapSeven,RR-GapSeven-NoComp,NoType,NoType-NoComp
louise_kitchen_000_1_1_1_1.pst.263.xls,3486,4972,8931,4972,8931,2971,2858,Cost Cancel Details:C18,667,Cost Cancel Details:D92,57,3,65,828,3509,0,0,0,0,663,1326,394,788,50,100,0,0,114,228,536,1072,0,0,267,1831,3,3
louise_kitchen_000_1_1_1_1.pst.276.xls,10,21,11,21,11,21,11,Sheet1:G12,3,Sheet1:G36,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
louise_kitchen_000_1_1_1_1.pst.280.xls,431,1093,881,416,323,335,259,Sheet1:M21,5,Sheet1:M20,2,0,0,144,618,0,0,0,0,0,0,96,229,15,30,0,0,0,0,0,0,0,0,0,0,4,4
louise_kitchen_000_1_1_1_1.pst.290.xls,2418,6418,4566,1061,1196,758,516,Owner:J146,12,Raptor_Non-Raptor:N36,6,0,0,246,3562,0,0,0,0,0,0,149,795,37,78,9,18,15,30,0,0,18,36,5,10,37,37
louise_kitchen_000_1_1_1_1.pst.296.xls,2046,4163,2850,4159,2734,499,299,West Position:P50,48,West Position:N50,13,0,0,127,2508,0,0,0,0,48,96,101,202,4,8,0,0,0,0,17,34,0,0,0,0,2,2
louise_kitchen_000_1_1_1_1.pst.297.xls,1868,3737,2434,3733,2318,292,195,West Position:P50,37,West Position:N50,13,0,0,123,2292,0,0,0,0,48,96,1,2,4,8,0,0,0,0,17,34,0,0,0,0,2,2
louise_kitchen_000_1_1_1_1.pst.298.xls,998,1969,1202,1965,1086,136,92,West Power Position:O13,11,West Power Position:H55,4,0,0,68,1156,0,0,0,0,0,0,1,2,4,8,0,0,0,0,17,34,0,0,0,0,2,2
louise_kitchen_000_1_1_1_1.pst.31.xls,1208,2127,2542,1297,1226,841,619,Daily Position:G16,87,Amort:F10,52,42,165,232,1844,2,4,0,0,21,60,17,39,21,44,12,24,11,82,7,14,4,9,4,8,246,246
louise_kitchen_000_1_1_1_1.pst.319.xls,13,14,12,14,12,8,4,Sheet1:D10,10,Sheet1:D10,10,3,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
louise_kitchen_000_1_1_1_1.pst.32.xls,477,772,853,639,681,499,371,Amort:F10,66,Amort:F10,52,8,48,72,368,2,4,0,0,24,65,17,39,10,23,11,22,11,51,6,12,3,6,5,10,202,202
louise_kitchen_000_1_1_1_1.pst.320.xls,661,1158,1157,997,994,13,12,Sheet1:Q1,496,Sheet1:J5,2,0,0,7,661,0,0,0,0,5,496,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
louise_kitchen_000_1_1_1_1.pst.322.xls,21,21,20,21,20,10,5,Sheet1:D7,20,Sheet1:D7,20,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
louise_kitchen_000_1_1_1_1.pst.324.xls,737,1798,2507,446,486,190,254,Enron Rate Chart:P4,241,Enron Rate Chart:A12,5,0,0,238,2374,0,0,0,0,13,130,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
louise_kitchen_000_1_1_1_1.pst.325.xls,14,28,14,28,14,28,14,KO_Netco_EEs_by_City:B625,1,KO_Netco_EEs_by_City:C111,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
louise_kitchen_000_1_1_1_1.pst.326.xls,4363,8423,8019,874,830,508,493,Enron Rate Chart:P4,241,Enron Rate Chart:A12,5,0,0,424,7809,0,0,0,0,12,120,10,20,0,0,1,2,0,0,13,26,0,0,3,12,30,30
louise_kitchen_000_1_1_1_1.pst.33.xls,2166,2657,3486,1656,1682,611,438,A Amort:C9,235,A Amort:B3,227,21,342,121,2534,2,4,0,0,25,282,17,40,9,18,15,30,3,6,1,2,1,2,2,4,221,221
louise_kitchen_000_1_1_1_1.pst.332.xls,33,162,129,6,5,6,5,Sum with Desk Chgs:E4,2,Sum with Desk Chgs:C8,2,0,0,4,128,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
louise_kitchen_000_1_1_1_1.pst.339.xls,832,1500,1494,1339,1331,19,16,Sheet1:R1,664,Sheet1:K56,2,0,0,10,832,0,0,0,0,6,662,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
louise_kitchen_000_1_1_1_1.pst.34.xls,444,674,753,544,595,431,311,Amort:A42,145,Amort:F10,52,7,54,53,337,1,2,0,0,13,43,13,28,10,22,5,10,8,42,5,10,3,6,4,8,189,189
louise_kitchen_000_1_1_1_1.pst.347.xls,163,307,285,279,260,204,118,2Q:I7,17,2Q:K24,6,0,0,45,146,0,0,0,0,0,0,24,49,5,10,8,16,2,4,12,24,0,0,14,28,8,8
louise_kitchen_000_1_1_1_1.pst.348.xls,35,37,49,39,42,11,8,Gain Loss:G8,31,Gain Loss:G8,10,1,7,3,24,0,0,0,0,2,16,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
louise_kitchen_000_1_1_1_1.pst.36.xls,7,15,13,15,13,15,13,Group Summary:C27,2,Group Summary:C27,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,13,13
louise_kitchen_000_1_1_1_1.pst.37.xls,11,22,11,22,11,20,10,Sheet1:B57,2,Sheet1:B20,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,9,9
louise_kitchen_000_1_1_1_1.pst.38.xls,21,46,32,46,32,42,30,CONSOLIDATED BCP LIST:D80,2,CONSOLIDATED BCP LIST:D5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,0,0,0,0,29,29
louise_kitchen_000_1_1_1_1.pst.42.xls,36,65,52,65,52,16,10,Sheet1:G15,2,Sheet1:G7,1,0,0,1,2,0,0,0,0,0,0,4,44,1,2,0,0,0,0,0,0,0,0,0,0,4,4
louise_kitchen_000_1_1_1_1.pst.43.xls,447,618,445,316,236,303,199,Floor Plan Changes:I74,6,Floor Plan Changes:I73,6,4,12,100,254,0,0,0,0,0,0,4,8,12,24,1,3,60,120,1,2,2,4,3,6,12,12
louise_kitchen_000_1_1_1_1.pst.44.xls,407,542,404,304,225,294,194,Floor Plan:I62,6,Floor Plan:I62,6,5,15,110,245,0,0,0,0,0,0,0,0,9,19,1,3,40,80,9,18,2,4,2,4,16,16
louise_kitchen_000_1_1_1_1.pst.60.xls,45,90,63,90,63,10,7,Summary:I15,7,Summary:K25,2,0,0,0,0,0,0,0,0,0,0,7,63,0,0,0,0,0,0,0,0,0,0,0,0,0,0
louise_kitchen_000_1_1_1_1.pst.73.xls,223,483,402,112,97,112,97,HR Risk Mgmt Data:A15,6,EWS-Reviews:E9,2,0,0,87,392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
louise_kitchen_000_1_1_1_1.pst.84.xls,148,184,316,194,282,179,97,BSOPTVAL:C9,90,BSOPTVAL:C8,17,12,24,20,140,0,0,0,0,12,36,15,40,12,24,1,2,0,0,12,24,0,0,13,26,0,0
louise_kitchen_000_1_1_1_1.pst.90.xls,16,27,21,21,19,15,9,Sheet1:N9,9,Sheet1:N9,8,0,0,1,2,0,0,0,0,0,0,2,9,0,0,4,8,0,0,0,0,0,0,0,0,2,2
louise_kitchen_000_1_1_1_1.pst.91.xls,17,27,21,21,19,15,9,Sheet1:N9,9,Sheet1:N9,8,0,0,1,2,0,0,0,0,0,0,2,9,0,0,4,8,0,0,0,0,0,0,0,0,2,2
louise_kitchen_000_1_1_1_1.pst.92.xls,7,14,12,14,12,14,12,SOTH AMERICA:H10,2,SOTH AMERICA:H10,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
louise_kitchen_000_1_1_1_1.pst.93.xls,829,1568,1375,714,658,473,330,Sheet1:L58,24,Sheet1:L42,7,0,0,216,1179,0,0,0,0,3,6,30,60,5,10,0,0,42,84,0,0,1,2,1,2,32,32
louise_kitchen_000_1_2_1.pst.10.xls,185,366,183,366,183,10,5,Sheet1:H8,1,Sheet1:H11,1,0,0,4,182,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
louise_kitchen_000_1_2_1.pst.129.xls,17,27,21,21,19,15,9,Sheet1:N9,9,Sheet1:N9,8,0,0,1,2,0,0,0,0,0,0,2,9,0,0,4,8,0,0,0,0,0,0,0,0,2,2
louise_kitchen_000_1_2_1.pst.13.xls,32,58,58,22,18,18,15,Sheet1:F6,6,Sheet1:F7,2,0,0,14,57,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
louise_kitchen_000_1_2_1.pst.16.xls,76,203,175,42,31,30,21,Template:B16,7,Template:G25,3,1,2,10,162,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,9,9
louise_kitchen_000_1_2_1.pst.165.xls,78,201,135,14,9,14,9,Sheet1:D68,2,Sheet1:D68,2,0,0,8,134,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
louise_kitchen_000_1_2_1.pst.170.xls,15,30,17,30,17,12,6,1101:G14,7,1101:G14,4,1,2,2,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
louise_kitchen_000_1_2_1.pst.172.xls,34,86,55,30,19,15,8,1101:G14,9,1101:G14,4,1,2,4,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
louise_kitchen_000_1_2_1.pst.173.xls,54,143,94,31,22,19,11,1101:G14,9,1101:C14,4,1,2,6,88,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
louise_kitchen_000_1_2_1.pst.174.xls,28,22,11,22,11,8,4,Sheet1:F38,1,Sheet1:C27,1,0,0,2,8,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,1,1
louise_kitchen_000_1_2_1.pst.175.xls,317,1760,1584,308,384,160,144,1Q:V7,5,1Q:G36,3,0,0,120,1320,0,0,0,0,0,0,0,0,24,264,0,0,0,0,0,0,0,0,0,0,0,0
louise_kitchen_000_1_2_1.pst.178.xls,50,53,50,53,50,6,3,Sheet1:B2,41,Sheet1:B2,41,3,50,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
louise_kitchen_000_1_2_1.pst.184.xls,1151,1820,1368,1599,1264,156,105,Earnings By Month:AF16,7,Earnings By Month:AF12,4,0,0,95,1333,0,0,0,0,0,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,5,5
louise_kitchen_000_1_2_1.pst.185.xls,20,32,19,23,13,15,9,E-Next Equipment Balances:E10,5,E-Next Equipment Balances:E9,3,0,0,4,12,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,3,3
louise_kitchen_000_1_2_1.pst.188.xls,3,24,21,24,21,8,7,Summary Average Term:IH22,1,Summary Average Term:IH21,1,0,0,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
louise_kitchen_000_1_2_1.pst.189.xls,1151,1820,1368,1599,1264,156,105,Earnings By Month:AF16,7,Earnings By Month:AF12,4,0,0,95,1333,0,0,0,0,0,0,5,30,0,0,0,0,0,0,0,0,0,0,0,0,5,5
louise_kitchen_000_1_2_1.pst.190.xls,3,24,21,24,21,8,7,Summary Average Term:IH22,1,Summary Average Term:IH21,1,0,0,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
louise_kitchen_000_1_2_1.pst.191.xls,3,24,21,24,21,8,7,Summary Average Term:B9,1,Summary Average Term:B31,1,0,0,7,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
louise_kitchen_000_1_2_1.pst.192.xls,136,256,190,190,157,79,54,Projection:O134,64,Projection:L129,49,1,44,7,94,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,42,42
louise_kitchen_000_1_2_1.pst.193.xls,138,256,190,190,157,79,54,Projection:O134,64,Projection:L129,49,1,44,7,94,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,42,42
louise_kitchen_000_1_2_1.pst.194.xls,135,254,188,188,155,79,54,Projection:O134,63,Projection:M125,48,1,43,7,93,0,0,0,0,0,0,4,10,0,0,0,0,0,0,0,0,0,0,0,0,42,42
louise_kitchen_000_1_2_1.pst.200.xls,39,67,49,37,29,19,12,Sheet1:A6,19,Sheet1:A6,7,1,4,9,41,0,0,0,0,0,0,1,3,0,0,0,0,0,0,0,0,0,0,0,0,1,1
louise_kitchen_000_1_2_1.pst.203.xls,90,228,191,69,47,39,27,Template:G15,9,Template:G25,4,0,0,12,171,0,0,0,0,0,0,5,10,0,0,0,0,0,0,0,0,0,0,0,0,10,10
louise_kitchen_000_1_2_1.pst.204.xls,27,69,46,18,10,14,8,1123 Estimate:C15,5,1123 Estimate:C25,2,0,0,3,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
louise_kitchen_000_1_2_1.pst.205.xls,164,436,365,101,71,62,43,Template:G25,9,Template:G25,4,1,2,26,345,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,14,14
louise_kitchen_000_1_2_1.pst.208.xls,164,436,365,101,71,62,43,Template:G25,9,Template:G25,4,1,2,26,345,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,14,14
louise_kitchen_000_1_2_1.pst.209.xls,145,269,191,197,155,97,66,Projection:O123,56,Projection:N123,41,1,36,9,92,0,0,0,0,0,0,5,12,0,0,0,0,0,0,0,0,0,0,0,0,51,51
louise_kitchen_000_1_2_1.pst.21.xls,76,203,175,42,31,30,21,Template:B16,7,Template:G25,3,1,2,10,162,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,9,9
louise_kitchen_000_1_2_1.pst.213.xls,159,426,360,91,66,60,42,Template:B16,8,1121:D36,3,1,2,25,340,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,14,14
louise_kitchen_000_1_2_1.pst.214.xls,159,426,360,91,66,60,42,Template:B16,8,1121:D36,3,1,2,25,340,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,14,14
louise_kitchen_000_1_2_1.pst.216.xls,158,424,359,89,65,58,41,Template:B16,7,1121:D36,3,1,2,25,340,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,13,13
louise_kitchen_000_1_2_1.pst.217.xls,341,344,341,344,341,6,3,Sheet1:I2,317,Sheet1:I2,317,3,341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
louise_kitchen_000_1_2_1.pst.218.xls,323,326,323,326,323,6,3,Sheet1:I2,290,Sheet1:I2,290,3,323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
louise_kitchen_000_1_2_1.pst.220.xls,607,2338,2047,490,463,153,129,Hall:Y149,177,Hall:Y149,177,3,319,120,1698,0,0,0,0,0,0,6,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
louise_kitchen_000_1_2_1.pst.221.xls,292,2024,1732,183,154,162,136,Hall:X98,2,Hall:X3,2,0,0,120,1686,0,0,0,0,0,0,12,42,0,0,0,0,0,0,0,0,0,0,0,0,4,4
louise_kitchen_000_1_2_1.pst.224.xls,8,11,10,11,10,12,8,Schedule C:D27,4,Schedule C:D13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,6,6
louise_kitchen_000_1_2_1.pst.225.xls,159,426,360,91,66,58,41,Template:B16,7,1121:D36,3,1,2,25,341,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,13,13
louise_kitchen_000_1_2_1.pst.228.xls,2,12,10,12,10,12,10,Canada:J19,1,Canada:J19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
louise_kitchen_000_1_2_1.pst.229.xls,76,203,175,42,31,30,21,Template:B16,7,Template:G25,3,1,2,10,162,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,9,9
louise_kitchen_000_1_2_1.pst.230.xls,4,32,28,32,28,32,28,Canada:C19,1,Canada:C19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28
louise_kitchen_000_1_2_1.pst.231.xls,46,71,65,71,65,31,25,Power-West:A1,41,Power-West:A1,41,1,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24
louise_kitchen_000_1_2_1.pst.233.xls,44,69,63,69,63,31,25,Power-West:A3,39,Power-West:A3,39,1,39,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,24,24
louise_kitchen_000_1_2_1.pst.234.xls,76,203,175,42,31,30,21,Template:B16,7,Template:G25,3,1,2,10,162,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,9,9
louise_kitchen_000_1_2_1.pst.235.xls,1,12,11,12,11,12,11,1's:A12,1,1's:A12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
louise_kitchen_000_1_2_1.pst.239.xls,1,12,11,12,11,12,11,1's:A12,1,1's:A12,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,11,11
louise_kitchen_000_1_2_1.pst.242.xls,76,203,175,42,31,30,21,Template:B16,7,Template:G25,3,1,2,10,162,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,9,9
louise_kitchen_000_1_2_1.pst.244.xls,8,15,12,15,12,15,12,EWS Retail:G4,2,EWS Retail:C5,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
louise_kitchen_000_1_2_1.pst.247.xls,76,203,175,42,31,30,21,Template:B16,7,Template:G25,3,1,2,10,162,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,9,9
louise_kitchen_000_1_2_1.pst.249.xls,76,203,175,42,31,30,21,Template:B16,7,Template:G25,3,1,2,10,162,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,9,9
louise_kitchen_000_1_2_1.pst.250.xls,187,374,187,2,1,2,1,Sheet1:E174,1,Sheet1:E59,1,0,0,1,187,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
louise_kitchen_000_1_2_1.pst.252.xls,76,203,175,42,31,30,21,Template:B16,7,Template:G25,3,1,2,10,162,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,9,9
louise_kitchen_000_1_2_1.pst.253.xls,471,729,933,570,736,385,310,Natural Gas Orig-Texas:K23,63,Natural Gas Orig-Texas:J19,7,0,0,40,372,0,0,0,0,24,244,40,88,10,20,2,4,10,20,0,0,1,2,0,0,183,183
louise_kitchen_000_1_2_1.pst.277.xls,35,50,34,36,28,31,17,Sheet1:C33,7,Sheet1:C32,4,0,0,9,23,0,0,0,0,1,2,2,4,0,0,0,0,0,0,0,0,0,0,0,0,5,5
louise_kitchen_000_1_2_1.pst.284.xls,59,99,103,50,47,27,20,Sheet1:B6,18,Sheet1:D14,6,0,0,12,81,0,0,0,0,2,14,0,0,2,4,0,0,0,0,0,0,0,0,0,0,4,4
louise_kitchen_000_1_2_1.pst.287.xls,150,275,205,188,125,89,59,Devries:M16,16,Devries:H10,6,0,0,31,164,0,0,0,0,0,0,3,6,3,8,2,4,1,4,0,0,0,0,0,0,19,19
louise_kitchen_000_1_2_1.pst.346.xls,4,32,28,32,28,32,28,Canada:C19,1,Canada:C19,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,28,28
louise_kitchen_000_1_2_1.pst.347.xls,4,30,26,30,26,30,26,Gas Trading:D35,1,Gas Trading:D35,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,26,26
louise_kitchen_000_1_2_1.pst.687.xls,121,226,204,80,64,36,29,Sheet1:H30,17,Sheet1:I30,4,0,0,18,184,0,0,0,0,0,0,4,12,1,2,0,0,0,0,0,0,0,0,0,0,6,6
louise_kitchen_000_1_2_1.pst.689.xls,150,300,157,192,108,80,44,Sheet1:H52,7,Sheet1:C27,4,0,0,24,125,0,0,0,0,0,0,0,0,12,24,0,0,0,0,0,0,0,0,0,0,8,8
louise_kitchen_000_1_2_1.pst.697.xls,8,15,10,15,10,15,10,Sheet1:D9,3,Sheet1:D9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
louise_kitchen_001_1_1_1.pst.106.xls,1435,2155,2118,211,145,160,111,Sheet1:L14,17,Sheet1:O52,6,0,0,94,2084,0,0,0,0,0,0,14,28,2,5,0,0,0,0,0,0,0,0,0,0,1,1
louise_kitchen_001_1_1_1.pst.111.xls,183,545,364,7,4,5,3,Sheet1:C29,3,Sheet1:C45,2,0,0,3,364,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
louise_kitchen_001_1_1_1.pst.112.xls,11,26,15,26,15,24,14,Cornhusker:A10,4,Motown:A6,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,13,13
louise_kitchen_001_1_1_1.pst.115.xls,23,24,20,24,20,24,20,0412:L21,2,0412:L28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
louise_kitchen_001_1_1_1.pst.116.xls,22,24,20,24,20,24,20,0412:L21,2,0412:L28,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20,20
louise_kitchen_001_1_1_1.pst.120.xls,50,66,57,66,57,66,55,0418_Letter:L25,3,0418_Letter:L19,3,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,53,53
louise_kitchen_001_1_1_1.pst.167.xls,229,271,180,271,180,176,89,aug:B115,10,aug:B115,10,26,109,0,0,0,0,0,0,0,0,4,8,3,6,0,0,0,0,1,2,0,0,0,0,55,55
louise_kitchen_001_1_1_1.pst.168.xls,212,421,392,421,392,80,63,total by value:G15,85,West Gas:G14,3,0,0,13,177,0,0,0,0,13,177,1,2,0,0,0,0,0,0,0,0,0,0,0,0,36,36
louise_kitchen_001_1_1_1.pst.169.xls,1567,2692,1901,2692,1901,961,498,All Originators by Commodity:G8,164,1Q:B1402,7,38,120,18,501,0,0,0,0,19,500,30,70,30,68,12,24,9,18,251,502,5,10,2,4,84,84
louise_kitchen_001_1_1_1.pst.189.xls,1502,2714,1923,2714,1923,957,495,All Originators by Commodity:G89,169,1Q:B1402,7,38,120,18,512,0,0,0,0,18,512,31,72,30,68,12,24,9,18,251,502,5,10,2,4,81,81
louise_kitchen_001_1_1_1.pst.190.xls,1447,2173,2133,211,146,148,106,Sheet1:L146,17,Sheet1:O52,6,0,0,91,2103,0,0,0,0,0,0,11,22,2,5,0,0,0,0,0,0,0,0,1,2,1,1
louise_kitchen_001_1_1_1.pst.191.xls,8,15,10,15,10,15,10,Sheet1:D9,3,Sheet1:D9,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,10,10
louise_kitchen_001_1_1_1.pst.202.xls,85,134,141,53,51,29,27,Sheet1:H31,58,Sheet1:H31,5,0,0,21,120,0,0,0,0,3,18,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
louise_kitchen_001_1_1_1.pst.206.xls,395,857,613,372,321,276,185,Daily Roll:E48,15,Daily Roll:E47,6,0,0,95,464,0,0,0,0,0,0,16,33,17,35,11,25,3,6,4,8,0,0,3,6,36,36
louise_kitchen_001_1_1_1.pst.207.xls,490,1002,701,513,407,301,205,Daily Roll:E48,15,Daily Roll:E47,6,0,0,120,561,0,0,0,0,0,0,15,31,15,31,11,25,2,4,4,8,0,0,3,6,35,35
louise_kitchen_001_1_1_1.pst.208.xls,13,14,10,14,10,10,6,Schedule D:N2,4,Schedule D:N2,3,0,0,0,0,0,0,0,0,1,2,2,5,0,0,0,0,0,0,0,0,0,0,0,0,3,3
louise_kitchen_001_1_1_1.pst.209.xls,480,1000,695,509,400,263,177,Daily Roll:E48,15,Daily Roll:E47,6,0,0,90,554,0,0,0,0,0,0,15,31,15,31,10,23,2,4,4,8,0,0,3,6,38,38
louise_kitchen_001_1_1_1.pst.210.xls,10,13,10,13,10,7,5,Schedule D:P2,4,Schedule D:P2,3,0,0,0,0,0,0,0,0,1,2,4,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
louise_kitchen_001_1_1_1.pst.211.xls,386,862,615,376,324,271,176,Daily Roll:E48,15,Daily Roll:E47,6,0,0,93,461,0,0,0,0,0,0,19,50,17,35,12,27,3,6,1,2,0,0,3,6,28,28
louise_kitchen_001_1_1_1.pst.245.xls,52,156,104,21,14,21,14,Sheet1:D8,1,Sheet1:D37,1,0,0,12,100,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0
louise_kitchen_001_1_1_1.pst.249.xls,9810,19390,9810,10269,5529,3786,1893,Sheet1:T1830,5,Sheet1:T60,3,0,0,1003,7620,0,0,0,0,0,0,475,1313,114,252,60,132,60,126,36,72,78,156,66,138,1,1
louise_kitchen_001_1_1_1.pst.254.xls,1987,3842,2635,1506,1377,492,315,By Group:AJ87,50,By Group:R100,5,0,0,206,2440,0,0,0,0,2,11,0,0,0,0,28,56,10,20,0,0,39,78,0,0,30,30
louise_kitchen_001_1_1_1.pst.259.xls,92,184,92,2,1,2,1,Sheet1:DV62,1,Sheet1:DO46,1,0,0,1,92,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
louise_kitchen_001_1_1_1.pst.276.xls,54,130,121,100,97,64,46,Year:I40,7,Year:I40,4,0,0,8,38,0,0,0,0,0,0,21,58,2,4,6,12,0,0,0,0,0,0,0,0,9,9
louise_kitchen_001_1_1_1.pst.277.xls,228,388,364,309,270,128,90,Executive:C16,20,Executive:C21,4,0,0,21,199,0,0,0,0,6,90,6,18,0,0,0,0,0,0,0,0,0,0,0,0,57,57
louise_kitchen_001_1_1_1.pst.278.xls,551,880,832,608,554,266,177,Structuring:C16,20,Structuring:C10,3,0,0,39,499,0,0,0,0,13,195,13,26,0,0,0,0,0,0,0,0,0,0,0,0,112,112
louise_kitchen_001_1_1_1.pst.279.xls,338,551,459,332,297,91,57,Executive Orig:C16,19,Executive Orig:C10,4,0,0,24,298,0,0,0,0,8,120,8,24,0,0,0,0,0,0,0,0,0,0,0,0,17,17
