File name,Formulae,Vertices,Edges,InRow Vertices,InRow Edges,TACO Vertices,TACO Edges,Max Dep Ref ,Max Dep,Longest Dep Ref,Longest Dep,RR-Chain-Comp,RR-Chain-NoComp,RR-Comp,RR-NoComp,RF-Comp,RF-NoComp,FR-Comp,FR-NoComp,FF-Comp,FF-NoComp,RR-GapOne,RR-GapOne-NoComp,RR-GapTwo,RR-GapTwo-NoComp,RR-GapThree,RR-GapThree-NoComp,RR-GapFour,RR-GapFour-NoComp,RR-GapFive,RR-GapFive-NoComp,RR-GapSix,RR-GapSix-NoComp,RR-GapSeven,RR-GapSeven-NoComp,NoType,NoType-NoComp
darrell_schoolcraft_000_1_1_1.pst.739.xls,1527,2765,3129,1136,1091,177,128,Allocation:B9,82,Allocation:B9,35,18,559,87,2525,0,0,0,0,0,0,6,22,3,7,0,0,0,0,0,0,2,4,0,0,12,12
darrell_schoolcraft_000_1_1_1.pst.740.xls,26,76,50,7,4,7,4,Sheet1:G15,3,Sheet1:G18,2,0,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
darrell_schoolcraft_000_1_1_1.pst.741.xls,30,66,50,18,12,16,11,NGPL:I11,4,NGPL:I10,3,0,0,8,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,2,2
darrell_schoolcraft_000_1_1_1.pst.742.xls,5156,8993,6036,8052,4709,815,431,July 01:A6,61,July 01:A6,31,142,911,212,4902,0,0,0,0,0,0,22,164,0,0,0,0,2,6,0,0,0,0,0,0,53,53
darrell_schoolcraft_000_1_1_1.pst.746.xls,28,62,58,62,58,27,18,Current Est Vs. Forecast:D27,7,Current Est Vs. Forecast:D14,3,0,0,7,20,0,0,0,0,0,0,6,28,2,4,0,0,0,0,0,0,0,0,3,6,0,0
darrell_schoolcraft_000_1_1_1.pst.752.xls,26,76,50,7,4,7,4,Sheet1:G15,3,Sheet1:G18,2,0,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
darrell_schoolcraft_000_1_1_1.pst.753.xls,26,76,50,7,4,7,4,Sheet1:G15,3,Sheet1:G18,2,0,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
darrell_schoolcraft_000_1_1_1.pst.756.xls,396,1188,792,24,16,24,16,NNG MeasLog:O189,1,NNG MeasLog:M6,1,0,0,14,788,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darrell_schoolcraft_000_1_1_1.pst.759.xls,26,76,50,7,4,7,4,Sheet1:G15,3,Sheet1:G18,2,0,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
darrell_schoolcraft_000_1_1_1.pst.762.xls,5156,8993,6036,8052,4709,815,431,July 01:A6,61,July 01:A6,31,142,911,212,4902,0,0,0,0,0,0,22,164,0,0,0,0,2,6,0,0,0,0,0,0,53,53
darrell_schoolcraft_000_1_1_1.pst.765.xls,26,76,50,7,4,7,4,Sheet1:G15,3,Sheet1:G18,2,0,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
darrell_schoolcraft_000_1_1_1.pst.766.xls,3166,5588,4654,407,376,333,244,22:C9,7,22:B11,4,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darrell_schoolcraft_000_1_1_1.pst.769.xls,3166,5588,4654,407,376,333,244,22:C9,7,22:B11,4,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darrell_schoolcraft_000_1_1_1.pst.770.xls,26,76,50,7,4,7,4,Sheet1:G15,3,Sheet1:G18,2,0,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
darrell_schoolcraft_000_1_1_1.pst.777.xls,26,76,50,7,4,7,4,Sheet1:G15,3,Sheet1:G18,2,0,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
darrell_schoolcraft_000_1_1_1.pst.778.xls,5156,8993,6037,8052,4710,817,432,July 01:A6,61,July 01:A6,31,142,911,212,4902,0,0,0,0,0,0,22,164,0,0,0,0,2,6,0,0,0,0,0,0,54,54
darrell_schoolcraft_000_1_1_1.pst.779.xls,5156,8993,6036,8052,4709,815,431,July 01:A6,61,July 01:A6,31,142,911,212,4902,0,0,0,0,0,0,22,164,0,0,0,0,2,6,0,0,0,0,0,0,53,53
darrell_schoolcraft_000_1_1_1.pst.83.xls,6,12,11,12,11,3,3,Sheet2:B9,6,Sheet2:B9,2,0,0,1,5,0,0,0,0,1,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
darrell_schoolcraft_000_1_1_1.pst.85.xls,26,76,50,7,4,7,4,Sheet1:G15,3,Sheet1:G18,2,0,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
darrell_schoolcraft_000_1_1_1.pst.86.xls,26,76,50,7,4,7,4,Sheet1:G15,3,Sheet1:G18,2,0,0,2,48,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
darrell_schoolcraft_000_1_1_1.pst.87.xls,2726,8870,7182,1611,1395,1178,792,by type_area:J4,71,NW:AC5,16,6,37,374,6578,0,0,0,0,14,51,67,138,4,11,12,28,2,4,1,2,7,14,8,16,297,297
darrell_schoolcraft_000_1_1_1.pst.89.xls,2800,9053,7287,1639,1410,1208,806,by type_area:J4,71,NW:AC5,16,6,37,381,6670,0,0,0,0,15,49,68,142,7,16,13,30,3,7,1,2,7,14,9,18,296,296
darron_c_giron_000_1_1_1.pst.0.xls,114,252,171,171,109,114,72,2000:C5,10,2000:C5,8,0,0,16,82,0,0,0,0,0,0,1,2,32,64,0,0,0,0,0,0,0,0,0,0,23,23
darron_c_giron_000_1_1_1.pst.1.xls,48,110,74,66,42,38,24,Eddie Bauer 4X2:C9,9,Eddie Bauer 4X2:F6,7,0,0,6,40,0,0,0,0,0,0,0,0,16,32,0,0,0,0,0,0,0,0,0,0,2,2
darron_c_giron_000_1_1_1.pst.104.xls,12,20,24,20,24,23,17,Sheet1:D13,6,Sheet1:D13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,13,13
darron_c_giron_000_1_1_1.pst.112.xls,121,236,323,236,323,253,299,June 99:C4,7,Aug 99:G4,2,0,0,1,2,0,0,0,0,23,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275,275
darron_c_giron_000_1_1_1.pst.114.xls,60,180,240,180,240,180,240,FEB 00:H12,3,FEB 00:H11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,240,240
darron_c_giron_000_1_1_1.pst.115.xls,915,1961,1554,1256,1130,691,469,DPR:E33,13,ENRON MIDWEST P&L:E69,6,0,0,139,671,0,0,0,0,0,0,143,592,15,30,28,62,26,54,6,12,19,38,2,4,91,91
darron_c_giron_000_1_1_1.pst.116.xls,917,1961,1554,1256,1130,691,469,DPR:E33,13,ENRON MIDWEST P&L:E69,6,0,0,139,671,0,0,0,0,0,0,143,592,15,30,28,62,26,54,6,12,19,38,2,4,91,91
darron_c_giron_000_1_1_1.pst.118.xls,1716,4443,3009,332,232,291,178,July NSS:E209,6,July NSS:E8,4,0,0,112,2884,0,0,0,0,0,0,44,93,2,4,2,4,2,4,2,4,2,4,0,0,12,12
darron_c_giron_000_1_1_1.pst.119.xls,434,1116,754,231,116,143,72,Results:F280,5,Results:F39,3,0,0,2,640,0,0,0,0,0,0,6,14,4,8,10,34,2,6,0,0,2,4,2,4,44,44
darron_c_giron_000_1_1_1.pst.121.xls,16,45,30,45,30,3,2,Sheet1:C5,1,Sheet1:E15,1,0,0,0,0,0,0,0,0,0,0,2,30,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darron_c_giron_000_1_1_1.pst.133.xls,2310,1724,1436,8,6,8,6,Publish:I37,1,Publish:I273,1,0,0,5,1435,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1
darron_c_giron_000_1_1_1.pst.137.xls,65944,127508,75058,19,11,19,11,PRD Location_Def:K3439,2,PRD Location_Def:H3819,1,0,0,11,75058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darron_c_giron_000_1_1_1.pst.138.xls,16,32,16,32,16,22,11,Sheet1:G4,1,Sheet1:G47,1,0,0,0,0,0,0,0,0,0,0,1,2,1,3,0,0,0,0,1,2,1,2,0,0,7,7
darron_c_giron_000_1_1_1.pst.152.xls,95,191,141,95,93,14,7,Sheet2:B9,2,Sheet2:B9,1,0,0,7,137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darron_c_giron_000_1_1_1.pst.153.xls,25,30,25,30,25,10,5,DiffDates:B9,22,DiffDates:B9,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
darron_c_giron_000_1_1_1.pst.155.xls,72,120,156,120,156,120,156,January 2000:C10,5,January 2000:E10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,156
darron_c_giron_000_1_1_1.pst.158.xls,25,30,25,30,25,10,5,DiffDates:B9,22,DiffDates:B9,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
darron_c_giron_000_1_1_1.pst.165.xls,10597,30191,20396,740,571,291,171,Run Query:D25,28,Run Query:D25,28,1,28,27,19832,0,0,0,0,4,8,32,373,1,2,22,44,1,2,2,4,0,0,1,2,80,80
darron_c_giron_000_1_1_1.pst.17.xls,114,252,171,171,109,114,72,2000:C5,10,2000:C5,8,0,0,16,82,0,0,0,0,0,0,1,2,32,64,0,0,0,0,0,0,0,0,0,0,23,23
darron_c_giron_000_1_1_1.pst.177.xls,72,120,156,120,156,120,156,January 2000:C10,5,January 2000:E10,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,156,156
darron_c_giron_000_1_1_1.pst.18.xls,48,110,74,66,42,38,24,Eddie Bauer 4X2:C9,9,Eddie Bauer 4X2:F6,7,0,0,6,40,0,0,0,0,0,0,0,0,16,32,0,0,0,0,0,0,0,0,0,0,2,2
darron_c_giron_000_1_1_1.pst.186.xls,12,20,24,20,24,23,17,Sheet1:D13,6,Sheet1:D13,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,11,0,0,0,0,0,0,0,0,13,13
darron_c_giron_000_1_1_1.pst.189.xls,1663,3386,2540,906,689,361,211,Run Query:D25,28,Run Query:D25,28,1,28,31,1854,0,0,0,0,4,8,40,455,1,2,28,56,1,2,2,4,0,0,1,2,102,102
darron_c_giron_000_1_1_1.pst.190.xls,25,30,25,30,25,10,5,DiffDates:B9,22,DiffDates:B9,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
darron_c_giron_000_1_1_1.pst.191.xls,2000,4397,3214,906,689,361,211,Run Query:D25,28,Run Query:D25,28,1,28,31,2528,0,0,0,0,4,8,40,455,1,2,28,56,1,2,2,4,0,0,1,2,102,102
darron_c_giron_000_1_1_1.pst.192.xls,2019,4454,3252,906,689,361,211,Run Query:D25,28,Run Query:D25,28,1,28,31,2566,0,0,0,0,4,8,40,455,1,2,28,56,1,2,2,4,0,0,1,2,102,102
darron_c_giron_000_1_1_1.pst.194.xls,65944,127508,75058,19,11,19,11,PRD Location_Def:K3439,2,PRD Location_Def:H3819,1,0,0,11,75058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darron_c_giron_000_1_1_1.pst.195.xls,25,30,25,30,25,10,5,DiffDates:B9,22,DiffDates:B9,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
darron_c_giron_000_1_1_1.pst.196.xls,25,30,25,30,25,10,5,DiffDates:B9,22,DiffDates:B9,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
darron_c_giron_000_1_1_1.pst.198.xls,25,30,25,30,25,10,5,DiffDates:B9,22,DiffDates:B9,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
darron_c_giron_000_1_1_1.pst.199.xls,25,30,25,30,25,10,5,DiffDates:B9,22,DiffDates:B9,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
darron_c_giron_000_1_1_1.pst.204.xls,25,30,25,30,25,10,5,DiffDates:B9,22,DiffDates:B9,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
darron_c_giron_000_1_1_1.pst.205.xls,25,30,25,30,25,10,5,DiffDates:B9,22,DiffDates:B9,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
darron_c_giron_000_1_1_1.pst.206.xls,34,68,34,68,34,35,23,FT-WEST:K7663,2,FT-WEST:K40,2,0,0,11,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,12,12
darron_c_giron_000_1_1_1.pst.210.xls,25,30,25,30,25,10,5,DiffDates:B9,22,DiffDates:B9,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
darron_c_giron_000_1_1_1.pst.212.xls,25,30,25,30,25,10,5,DiffDates:B9,22,DiffDates:B9,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
darron_c_giron_000_1_1_1.pst.213.xls,25,30,25,30,25,10,5,DiffDates:B9,22,DiffDates:B9,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
darron_c_giron_000_1_1_1.pst.214.xls,25,30,25,30,25,10,5,DiffDates:B9,22,DiffDates:B9,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
darron_c_giron_000_1_1_1.pst.215.xls,25,30,25,30,25,10,5,DiffDates:B9,22,DiffDates:B9,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
darron_c_giron_000_1_1_1.pst.219.xls,25,30,25,30,25,10,5,DiffDates:B9,22,DiffDates:B9,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
darron_c_giron_000_1_1_1.pst.221.xls,4228,8456,4228,2,1,2,1,Sheet1:E3749,1,Sheet1:E3668,1,0,0,1,4228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darron_c_giron_000_1_1_1.pst.222.xls,25,30,25,30,25,10,5,DiffDates:B9,22,DiffDates:B9,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
darron_c_giron_000_1_1_1.pst.223.xls,4228,8456,4228,2,1,2,1,Sheet1:E3749,1,Sheet1:E3668,1,0,0,1,4228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darron_c_giron_000_1_1_1.pst.224.xls,7,13,11,13,11,14,9,Sheet1:G11,3,Sheet1:G11,3,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,7
darron_c_giron_000_1_1_1.pst.227.xls,216,625,527,333,327,45,33,Physical:BC7,103,Physical:BC5,3,0,0,14,404,0,0,0,0,2,98,0,0,0,0,8,16,0,0,0,0,0,0,0,0,9,9
darron_c_giron_000_1_1_1.pst.230.xls,14,28,14,28,14,26,13,Sheet1:F30,1,Sheet1:F20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,12,12
darron_c_giron_000_1_1_1.pst.232.xls,414,852,726,26,18,20,16,Tiered Curve:F41,5,Tiered Curve:F43,5,0,0,14,724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
darron_c_giron_000_1_1_1.pst.237.xls,554,1290,1097,51,35,39,31,QT9525.B_After:F41,5,QT9525.B_After:F43,5,0,0,22,1088,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,9,9
darron_c_giron_000_1_1_1.pst.243.xls,732,1704,1452,52,36,40,32,QT9525.B_After:F41,5,QT9525.B_After:F43,5,0,0,28,1448,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
darron_c_giron_000_1_1_1.pst.252.xls,7,13,10,13,10,9,7,Sheet1:K106,2,Sheet1:F303,2,0,0,3,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
darron_c_giron_000_1_1_1.pst.256.xls,25,30,25,30,25,10,5,DiffDates:B9,22,DiffDates:B9,22,1,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,4
darron_c_giron_000_1_1_1.pst.262.xls,109,161,105,17,9,12,6,Orig Sched:N17,4,Orig Sched:N10,2,0,0,3,99,0,0,0,0,0,0,2,4,0,0,0,0,1,2,0,0,0,0,0,0,0,0
darron_c_giron_000_1_1_1.pst.266.xls,4228,8456,4228,2,1,2,1,Sheet1:E3749,1,Sheet1:E3668,1,0,0,1,4228,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darron_c_giron_000_1_1_1.pst.276.xls,65944,127508,75058,19,11,19,11,PRD Location_Def:K3439,2,PRD Location_Def:H3819,1,0,0,11,75058,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darron_c_giron_000_1_1_1.pst.285.xls,55,126,86,72,46,56,36,2000:C5,10,2000:C5,8,0,0,8,50,0,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,20,20
darron_c_giron_000_1_1_1.pst.286.xls,31,66,45,52,33,38,23,2002 Without Navigation:C5,9,2002 Without Navigation:F6,7,0,0,4,16,0,0,0,0,0,0,1,2,9,18,0,0,0,0,0,0,0,0,0,0,9,9
darron_c_giron_000_1_1_1.pst.287.xls,8,19,14,19,14,19,14,MGMT-WEST:A4,4,MGMT-WEST:A4,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,14,14
darron_c_giron_000_1_1_1.pst.292.xls,5677,9751,8486,8312,7357,2341,1498,Roll-10:B4,189,Roll-10:B4,34,14,394,630,5686,0,0,0,0,26,748,125,507,41,83,12,32,13,26,1,2,22,44,12,24,602,602
darron_c_giron_000_1_1_1.pst.306.xls,26,62,42,45,30,30,18,NW7804.1:C5,2,NW7804.1:C6,2,0,0,9,27,0,0,0,0,0,0,0,0,0,0,0,0,6,12,0,0,0,0,0,0,3,3
darron_c_giron_000_1_1_1.pst.31.xls,37,42,71,42,71,9,7,Sheet1:L146,34,Sheet1:L47,2,0,0,0,0,0,0,0,0,2,66,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,5
darron_c_giron_000_1_1_1.pst.310.xls,2372,4743,2372,9,5,9,5,Hours:B1,2,Hours:B1,2,0,0,2,2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
darron_c_giron_000_1_1_1.pst.311.xls,934,1067,1113,1067,1113,1209,834,Apr00:D12,20,Apr00:D12,5,0,0,18,36,0,0,0,0,26,52,0,0,16,32,13,26,196,402,0,0,0,0,0,0,565,565
darron_c_giron_000_1_1_1.pst.315.xls,4203,6696,6027,5756,5174,1348,868,PrudCalc:U8,236,PrudCalc:Y8,37,24,633,331,3814,1,31,0,0,24,512,53,112,35,76,5,10,2,4,3,6,18,36,11,22,361,361
darron_c_giron_000_1_1_1.pst.318.xls,51,153,204,153,204,153,204,FEB 99:H12,3,FEB 99:H11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,204,204
darron_c_giron_000_1_1_1.pst.320.xls,2372,4743,2372,9,5,9,5,Hours:B1,2,Hours:B1,2,0,0,2,2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
darron_c_giron_000_1_1_1.pst.321.xls,2371,4741,2371,7,4,7,4,Hours:B1,2,Hours:B1,2,0,0,2,2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
darron_c_giron_000_1_1_1.pst.322.xls,2371,4741,2371,7,4,7,4,Hours:B1,2,Hours:B1,2,0,0,2,2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
darron_c_giron_000_1_1_1.pst.323.xls,2372,4743,2372,9,5,9,5,Hours:B1,2,Hours:B1,2,0,0,2,2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3
darron_c_giron_000_1_1_1.pst.324.xls,2371,4741,2371,7,4,7,4,Hours:B1,2,Hours:B1,2,0,0,2,2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
darron_c_giron_000_1_1_1.pst.325.xls,2371,4741,2371,7,4,7,4,Hours:B1,2,Hours:B1,2,0,0,2,2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
darron_c_giron_000_1_1_1.pst.326.xls,2371,4741,2371,7,4,7,4,Hours:B1,2,Hours:B1,2,0,0,2,2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
darron_c_giron_000_1_1_1.pst.327.xls,2371,4741,2371,7,4,7,4,Hours:B1,2,Hours:B1,2,0,0,2,2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
darron_c_giron_000_1_1_1.pst.328.xls,2371,4741,2371,7,4,7,4,Hours:B1,2,Hours:B1,2,0,0,2,2369,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,2
darron_c_giron_000_1_1_1.pst.332.xls,44,88,44,2,1,2,1,Sheet1:B9,1,Sheet1:B8,1,0,0,1,44,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darron_c_giron_000_1_1_1.pst.334.xls,11,33,28,33,28,25,18,BOXES:T26,4,BOXES:R33,4,0,0,0,0,0,0,0,0,0,0,0,0,2,4,0,0,0,0,0,0,8,16,0,0,8,8
darron_c_giron_000_1_1_1.pst.339.xls,16,44,29,17,11,16,10,Sheet1:C16,4,Sheet1:C10,3,0,0,8,26,0,0,0,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,1,1
darron_c_giron_000_1_1_1.pst.341.xls,968,1105,1156,1105,1156,1248,868,Apr00:D12,20,Apr00:D12,5,0,0,20,40,0,0,0,0,28,56,0,0,16,32,14,28,198,408,0,0,0,0,0,0,592,592
darron_c_giron_000_1_1_1.pst.342.xls,54,162,216,162,216,162,216,FEB 99:H12,3,FEB 99:H11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,216,216
darron_c_giron_000_1_1_1.pst.343.xls,80,127,126,127,126,145,113,Chip1199:E10,5,Chip1199:E10,5,0,0,0,0,0,0,0,0,0,0,0,0,13,26,0,0,0,0,0,0,0,0,0,0,100,100
darron_c_giron_000_1_1_1.pst.344.xls,109,210,285,210,285,225,267,June 99:C4,7,Aug 99:G4,2,0,0,1,2,0,0,0,0,17,34,0,0,0,0,0,0,0,0,0,0,0,0,0,0,249,249
darron_c_giron_000_1_1_1.pst.349.xls,108,112,147,112,147,62,77,HouseSave:C38,11,HouseSave:C60,3,0,0,33,99,0,0,0,0,0,0,3,6,0,0,0,0,0,0,0,0,1,2,0,0,40,40
darron_c_giron_000_1_1_1.pst.35.xls,20,28,14,28,14,14,7,Summary:F6,1,Summary:E9,1,0,0,7,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darron_c_giron_000_1_1_1.pst.350.xls,93,89,106,89,106,90,70,Sheet1:B2,45,Sheet1:B2,11,2,6,3,6,0,0,0,0,7,14,0,0,0,0,0,0,20,40,0,0,0,0,2,4,36,36
darron_c_giron_000_1_1_1.pst.351.xls,75,84,112,84,112,60,76,HouseSave:C38,11,HouseSave:C60,3,0,0,33,66,0,0,0,0,0,0,2,4,0,0,0,0,0,0,0,0,1,2,0,0,40,40
darron_c_giron_000_1_1_1.pst.353.xls,57,171,228,171,228,171,228,FEB 99:H12,3,FEB 99:H11,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,228,228
darron_c_giron_000_1_1_1.pst.354.xls,1002,1143,1199,1143,1199,1287,902,Apr00:D12,20,Apr00:D12,5,0,0,22,44,0,0,0,0,30,60,0,0,16,32,15,30,200,414,0,0,0,0,0,0,619,619
darron_c_giron_000_1_1_1.pst.355.xls,85,135,135,135,135,155,121,Chip1199:E10,5,Chip1199:E10,5,0,0,0,0,0,0,0,0,0,0,0,0,14,28,0,0,0,0,0,0,0,0,0,0,107,107
darron_c_giron_000_1_1_1.pst.46.xls,62,167,131,163,123,59,39,Run Query:D25,6,Run Query:D25,6,1,6,4,10,0,0,0,0,0,0,8,82,0,0,6,12,0,0,0,0,0,0,0,0,20,20
darron_c_giron_000_1_1_1.pst.48.xls,754,1492,754,1492,754,535,272,NSS1 Deals Killed:G45,5,NSS1 Deals Killed:G14,3,0,0,0,0,0,0,0,0,0,0,54,245,14,30,43,178,8,18,6,12,13,27,108,218,26,26
darron_c_giron_000_1_1_1.pst.52.xls,65,147,93,48,39,41,25,Form A:B24,5,Form A:B24,2,0,0,18,80,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,9,0,0,4,4
darron_c_giron_002_1_1_1.pst.141.xls,31,66,45,52,33,38,23,2002 Without Navigation:C5,9,2002 Without Navigation:F6,7,0,0,4,16,0,0,0,0,0,0,1,2,9,18,0,0,0,0,0,0,0,0,0,0,9,9
darron_c_giron_002_1_1_1.pst.142.xls,24,55,37,33,21,19,12,2001:C5,9,2001:C5,7,0,0,3,20,0,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,1,1
darron_c_giron_002_1_1_1.pst.143.xls,11362,17079,28177,17119,27333,288,191,Darron:E5,2978,Darron:J4,735,76,5072,89,18122,0,0,0,0,26,4977,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
darron_c_giron_002_1_1_1.pst.144.xls,32,75,51,41,27,27,17,Sheet2:C5,9,Sheet2:F6,7,0,0,6,32,0,0,0,0,0,0,0,0,8,16,0,0,0,0,0,0,0,0,0,0,3,3
darron_c_giron_002_1_1_1.pst.146.xls,23,32,26,32,26,14,8,Sheet1:K5,6,Sheet1:H5,4,0,0,0,0,0,0,0,0,4,12,0,0,4,14,0,0,0,0,0,0,0,0,0,0,0,0
darron_c_giron_002_1_1_1.pst.147.xls,107,112,147,112,147,90,110,HouseSave:C38,11,HouseSave:C60,3,0,0,0,0,0,0,0,0,0,0,3,6,0,0,0,0,33,66,0,0,1,2,0,0,73,73
darron_c_giron_002_1_1_1.pst.149.xls,10329,21324,29396,19726,28152,558,362,Christopher-Custodial:E6,1134,Carley-Custodial:F6,533,101,3358,84,20006,0,0,0,0,22,5872,0,0,0,0,0,0,5,10,0,0,0,0,0,0,150,150
