Spreadsheet name,Total edges,Total formulae,Total nodes,TACO edges,TACO formulae,TACO nodes,Type0 edges,Type0 uncompressed edges,Type1 edges,Type1 uncompressed edges,Type2 edges,Type2 uncompressed edges,Type3 edges,Type3 uncompressed edges,Type4 edges,Type4 uncompressed edges,Type5 edges,Type5 uncompressed edges,Notype edges,Notype nodes,Duplicated Edges
louise_kitchen_000_1_1_1_1.pst.36.xls,12,6,18,12,6,14,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12
louise_kitchen_000_1_1_1_1.pst.37.xls,11,11,22,11,11,22,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11
louise_kitchen_000_1_1_1_1.pst.38.xls,32,21,53,32,21,46,0,0,0,0,0,0,0,0,0,0,0,0,32,32,32
louise_kitchen_000_1_1_1_1.pst.42.xls,52,26,89,10,7,15,0,0,1,2,0,0,0,0,0,0,5,46,4,4,63
louise_kitchen_000_1_1_1_1.pst.43.xls,428,426,852,187,187,265,14,59,150,337,0,0,0,0,0,0,3,12,20,20,426
louise_kitchen_000_1_1_1_1.pst.44.xls,397,397,794,182,182,257,14,58,146,317,0,0,0,0,0,0,0,0,22,22,397
louise_kitchen_000_1_1_1_1.pst.60.xls,79,45,108,5,4,7,0,0,0,0,0,0,0,0,0,0,5,79,0,0,63
louise_kitchen_000_1_1_1_1.pst.73.xls,402,223,625,97,53,112,0,0,87,392,0,0,0,0,0,0,0,0,10,10,402
louise_kitchen_000_1_1_1_1.pst.84.xls,294,148,488,48,40,70,2,4,25,202,0,0,0,0,12,36,5,48,4,4,340
louise_kitchen_000_1_1_1_1.pst.90.xls,21,15,36,12,10,17,0,0,2,4,0,0,0,0,0,0,2,9,8,8,21
louise_kitchen_000_1_1_1_1.pst.91.xls,21,15,36,12,10,17,0,0,2,4,0,0,0,0,0,0,2,9,8,8,21
louise_kitchen_000_1_1_1_1.pst.92.xls,12,7,19,12,7,14,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12
louise_kitchen_000_1_1_1_1.pst.93.xls,1357,786,2143,326,201,450,0,0,219,1205,0,0,0,0,3,6,42,84,62,62,1357
louise_kitchen_000_1_2_1.pst.10.xls,183,183,366,5,5,10,0,0,4,182,0,0,0,0,0,0,0,0,1,1,183
louise_kitchen_000_1_2_1.pst.129.xls,21,15,36,12,10,17,0,0,2,4,0,0,0,0,0,0,2,9,8,8,21
louise_kitchen_000_1_2_1.pst.13.xls,58,32,90,15,9,18,0,0,14,57,0,0,0,0,0,0,0,0,1,1,58
louise_kitchen_000_1_2_1.pst.16.xls,196,95,292,28,19,36,1,2,8,152,0,0,0,0,7,30,0,0,12,12,197
louise_kitchen_000_1_2_1.pst.165.xls,135,68,203,9,5,14,0,0,8,134,0,0,0,0,0,0,0,0,1,1,135
louise_kitchen_000_1_2_1.pst.170.xls,17,15,32,6,6,12,1,2,2,12,0,0,0,0,0,0,0,0,3,3,17
louise_kitchen_000_1_2_1.pst.172.xls,55,34,89,8,7,15,1,2,4,50,0,0,0,0,0,0,0,0,3,3,55
louise_kitchen_000_1_2_1.pst.173.xls,94,54,148,11,9,19,1,2,6,88,0,0,0,0,0,0,0,0,4,4,94
louise_kitchen_000_1_2_1.pst.174.xls,11,11,22,5,5,10,0,0,2,8,0,0,0,0,0,0,0,0,3,3,11
louise_kitchen_000_1_2_1.pst.175.xls,1584,308,1892,384,188,308,0,0,120,1320,0,0,0,0,0,0,0,0,264,264,1584
louise_kitchen_000_1_2_1.pst.178.xls,50,50,100,3,3,6,3,50,0,0,0,0,0,0,0,0,0,0,0,0,50
louise_kitchen_000_1_2_1.pst.184.xls,1256,968,2224,81,68,124,0,0,78,1248,0,0,0,0,0,0,1,6,2,2,1256
louise_kitchen_000_1_2_1.pst.185.xls,22,17,39,10,8,17,0,0,5,15,0,0,0,0,0,0,2,4,3,3,22
louise_kitchen_000_1_2_1.pst.188.xls,18,3,21,6,1,7,0,0,6,18,0,0,0,0,0,0,0,0,0,0,18
louise_kitchen_000_1_2_1.pst.189.xls,1256,968,2224,81,68,124,0,0,78,1248,0,0,0,0,0,0,1,6,2,2,1256
louise_kitchen_000_1_2_1.pst.190.xls,18,3,21,6,1,7,0,0,6,18,0,0,0,0,0,0,0,0,0,0,18
louise_kitchen_000_1_2_1.pst.191.xls,18,3,21,6,1,7,0,0,6,18,0,0,0,0,0,0,0,0,0,0,18
louise_kitchen_000_1_2_1.pst.192.xls,186,127,310,46,35,66,1,44,7,94,0,0,0,0,0,0,3,13,35,35,183
louise_kitchen_000_1_2_1.pst.193.xls,186,127,310,46,35,66,1,44,7,94,0,0,0,0,0,0,3,13,35,35,183
louise_kitchen_000_1_2_1.pst.194.xls,184,126,307,46,35,66,1,43,7,93,0,0,0,0,0,0,3,13,35,35,181
louise_kitchen_000_1_2_1.pst.200.xls,49,36,85,12,9,19,1,4,9,41,0,0,0,0,0,0,1,3,1,1,49
louise_kitchen_000_1_2_1.pst.203.xls,201,98,300,30,19,41,0,0,10,162,0,0,0,0,4,19,4,8,12,12,202
louise_kitchen_000_1_2_1.pst.204.xls,42,22,64,6,4,10,0,0,2,38,0,0,0,0,0,0,0,0,4,4,42
louise_kitchen_000_1_2_1.pst.205.xls,375,171,547,46,27,64,1,2,24,336,0,0,0,0,4,19,1,2,16,16,376
louise_kitchen_000_1_2_1.pst.208.xls,375,171,547,46,27,64,1,2,24,336,0,0,0,0,4,19,1,2,16,16,376
louise_kitchen_000_1_2_1.pst.209.xls,181,129,307,55,43,80,1,36,8,89,0,0,0,0,0,0,3,13,43,43,178
louise_kitchen_000_1_2_1.pst.21.xls,196,95,292,28,19,36,1,2,8,152,0,0,0,0,7,30,0,0,12,12,197
louise_kitchen_000_1_2_1.pst.213.xls,370,166,537,45,26,62,1,2,23,331,0,0,0,0,4,19,1,2,16,16,371
louise_kitchen_000_1_2_1.pst.214.xls,370,166,537,45,26,62,1,2,23,331,0,0,0,0,4,19,1,2,16,16,371
louise_kitchen_000_1_2_1.pst.216.xls,369,165,535,44,25,60,1,2,23,331,0,0,0,0,4,19,1,2,15,15,370
louise_kitchen_000_1_2_1.pst.217.xls,341,341,682,3,3,6,3,341,0,0,0,0,0,0,0,0,0,0,0,0,341
louise_kitchen_000_1_2_1.pst.218.xls,323,323,646,3,3,6,3,323,0,0,0,0,0,0,0,0,0,0,0,0,323
louise_kitchen_000_1_2_1.pst.220.xls,2047,607,2654,129,24,153,3,319,120,1698,0,0,0,0,0,0,6,30,0,0,2047
louise_kitchen_000_1_2_1.pst.221.xls,1732,292,2024,136,26,162,0,0,120,1686,0,0,0,0,0,0,12,42,4,4,1732
louise_kitchen_000_1_2_1.pst.225.xls,370,166,537,45,26,61,1,2,23,331,0,0,0,0,4,19,1,2,16,16,371
louise_kitchen_000_1_2_1.pst.229.xls,196,95,292,28,19,36,1,2,8,152,0,0,0,0,7,30,0,0,12,12,197
louise_kitchen_000_1_2_1.pst.230.xls,28,4,32,28,4,32,0,0,0,0,0,0,0,0,0,0,0,0,28,28,28
louise_kitchen_000_1_2_1.pst.231.xls,63,44,107,23,4,27,1,41,0,0,0,0,0,0,0,0,0,0,22,22,63
louise_kitchen_000_1_2_1.pst.233.xls,60,41,101,23,4,27,1,38,0,0,0,0,0,0,0,0,0,0,22,22,60
louise_kitchen_000_1_2_1.pst.234.xls,196,95,292,28,19,36,1,2,8,152,0,0,0,0,7,30,0,0,12,12,197
louise_kitchen_000_1_2_1.pst.235.xls,11,1,12,11,1,12,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11
louise_kitchen_000_1_2_1.pst.239.xls,11,1,12,11,1,12,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11
louise_kitchen_000_1_2_1.pst.242.xls,196,95,292,28,19,36,1,2,8,152,0,0,0,0,7,30,0,0,12,12,197
louise_kitchen_000_1_2_1.pst.244.xls,12,8,20,12,8,15,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12
louise_kitchen_000_1_2_1.pst.247.xls,196,95,292,28,19,36,1,2,8,152,0,0,0,0,7,30,0,0,12,12,197
louise_kitchen_000_1_2_1.pst.249.xls,196,95,292,28,19,36,1,2,8,152,0,0,0,0,7,30,0,0,12,12,197
louise_kitchen_000_1_2_1.pst.250.xls,187,187,374,1,1,2,0,0,1,187,0,0,0,0,0,0,0,0,0,0,187
louise_kitchen_000_1_2_1.pst.252.xls,196,95,292,28,19,36,1,2,8,152,0,0,0,0,7,30,0,0,12,12,197
louise_kitchen_000_1_2_1.pst.253.xls,933,453,1423,317,166,384,0,0,38,375,0,0,0,0,24,246,42,99,213,213,970
louise_kitchen_000_1_2_1.pst.277.xls,33,28,62,17,16,31,0,0,9,23,0,0,0,0,1,2,1,2,6,6,34
louise_kitchen_000_1_2_1.pst.284.xls,103,59,162,21,14,30,0,0,11,79,0,0,0,0,2,14,2,4,6,6,103
louise_kitchen_000_1_2_1.pst.287.xls,204,139,344,68,47,98,0,0,31,164,0,0,0,0,0,0,3,6,34,34,205
louise_kitchen_000_1_2_1.pst.346.xls,28,4,32,28,4,32,0,0,0,0,0,0,0,0,0,0,0,0,28,28,28
louise_kitchen_000_1_2_1.pst.347.xls,26,4,30,26,4,30,0,0,0,0,0,0,0,0,0,0,0,0,26,26,26
louise_kitchen_000_1_2_1.pst.687.xls,204,121,325,29,18,35,0,0,18,185,0,0,0,0,0,0,4,12,7,7,204
louise_kitchen_000_1_2_1.pst.689.xls,157,150,307,40,39,69,0,0,28,145,0,0,0,0,0,0,0,0,12,12,157
louise_kitchen_001_1_1_1.pst.106.xls,2116,1426,4222,114,90,164,0,0,96,2088,0,0,0,0,0,0,10,20,8,8,2796
louise_kitchen_001_1_1_1.pst.111.xls,364,183,547,3,2,5,0,0,3,364,0,0,0,0,0,0,0,0,0,0,364
louise_kitchen_001_1_1_1.pst.112.xls,13,9,22,13,9,22,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13
louise_kitchen_001_1_1_1.pst.115.xls,20,14,34,20,14,24,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
louise_kitchen_001_1_1_1.pst.116.xls,20,14,34,20,14,24,0,0,0,0,0,0,0,0,0,0,0,0,20,20,20
louise_kitchen_001_1_1_1.pst.120.xls,57,38,95,57,38,66,0,0,0,0,0,0,0,0,0,0,0,0,57,57,57
louise_kitchen_001_1_1_1.pst.167.xls,179,178,357,90,89,178,27,112,0,0,0,0,0,0,0,0,4,8,59,59,179
louise_kitchen_001_1_1_1.pst.168.xls,392,212,604,63,47,80,0,0,13,177,0,0,0,0,13,177,1,2,36,36,392
louise_kitchen_001_1_1_1.pst.169.xls,1615,1237,2852,761,754,1501,41,129,7,377,0,0,0,0,8,376,18,46,687,687,1615
louise_kitchen_001_1_1_1.pst.189.xls,1633,1245,2878,757,749,1494,41,129,7,387,0,0,0,0,7,387,18,46,684,684,1633
louise_kitchen_001_1_1_1.pst.190.xls,2131,1439,4257,109,84,152,0,0,93,2108,0,0,0,0,0,0,7,14,9,9,2818
louise_kitchen_001_1_1_1.pst.202.xls,141,85,226,27,16,29,0,0,21,120,0,0,0,0,3,18,0,0,3,3,141
louise_kitchen_001_1_1_1.pst.206.xls,176,139,315,95,69,134,0,0,24,84,0,0,0,0,0,0,17,38,54,54,176
louise_kitchen_001_1_1_1.pst.207.xls,264,227,491,113,87,157,0,0,48,180,0,0,0,0,0,0,15,34,50,50,264
louise_kitchen_001_1_1_1.pst.209.xls,258,221,479,85,59,119,0,0,18,172,0,0,0,0,0,0,15,34,52,52,258
louise_kitchen_001_1_1_1.pst.211.xls,178,139,317,88,70,136,0,0,22,81,0,0,0,0,0,0,20,51,46,46,178
louise_kitchen_001_1_1_1.pst.245.xls,104,52,209,14,7,21,0,0,12,102,0,0,0,0,0,0,0,0,2,2,157
louise_kitchen_001_1_1_1.pst.249.xls,10193,9801,19602,1418,1418,2836,0,0,1140,8433,0,0,0,0,0,0,277,1759,1,1,9801
louise_kitchen_001_1_1_1.pst.254.xls,1079,385,1458,170,99,250,0,0,96,967,0,0,0,0,2,11,13,42,59,59,1073
louise_kitchen_001_1_1_1.pst.259.xls,92,92,184,1,1,2,0,0,1,92,0,0,0,0,0,0,0,0,0,0,92
louise_kitchen_001_1_1_1.pst.276.xls,105,54,159,46,24,65,0,0,7,29,0,0,0,0,0,0,21,58,18,18,105
louise_kitchen_001_1_1_1.pst.277.xls,337,216,553,93,42,135,0,0,20,184,0,0,0,0,5,75,5,15,63,63,337
louise_kitchen_001_1_1_1.pst.278.xls,779,511,1302,166,78,236,0,0,36,461,0,0,0,0,12,188,12,24,106,106,791
louise_kitchen_001_1_1_1.pst.279.xls,424,309,733,66,49,108,0,0,22,268,0,0,0,0,7,105,7,21,30,30,424
louise_kitchen_001_1_1_1.pst.280.xls,813,545,1359,194,95,277,0,0,37,466,0,0,0,0,12,179,12,35,133,133,814
louise_kitchen_001_1_1_1.pst.281.xls,182,120,303,22,17,37,0,0,8,105,0,0,0,0,4,60,4,11,6,6,183
louise_kitchen_001_1_1_1.pst.297.xls,39,39,78,3,3,6,0,0,3,39,0,0,0,0,0,0,0,0,0,0,39
louise_kitchen_001_1_1_1.pst.299.xls,34,34,68,7,7,14,0,0,6,32,0,0,0,0,0,0,1,2,0,0,34
louise_kitchen_001_1_1_1.pst.304.xls,4982,3466,8448,424,306,612,0,0,94,476,0,0,0,0,0,0,259,4435,71,71,4982
louise_kitchen_001_1_1_1.pst.315.xls,5852,3868,9720,514,396,882,0,0,94,476,0,0,0,0,0,0,259,5215,161,161,5852
louise_kitchen_001_1_1_1.pst.325.xls,113,46,159,81,14,95,2,34,0,0,0,0,0,0,0,0,0,0,79,79,113
louise_kitchen_001_1_1_1.pst.327.xls,113,46,159,81,14,95,2,34,0,0,0,0,0,0,0,0,0,0,79,79,113
louise_kitchen_001_1_1_1.pst.331.xls,112,53,165,80,23,103,3,33,2,4,0,0,0,0,0,0,0,0,75,75,112
louise_kitchen_001_1_1_1.pst.333.xls,50,42,95,21,13,21,0,0,5,32,0,0,0,0,0,0,1,3,15,15,53
louise_kitchen_001_1_1_1.pst.345.xls,344,190,546,109,75,146,5,10,16,32,0,0,0,0,19,38,60,255,9,9,356
louise_kitchen_001_1_1_1.pst.346.xls,14,14,28,14,14,28,0,0,0,0,0,0,0,0,0,0,0,0,14,14,14
louise_kitchen_001_1_1_1.pst.349.xls,39,39,78,39,39,78,0,0,0,0,0,0,0,0,0,0,0,0,39,39,39
louise_kitchen_001_1_1_1.pst.350.xls,61,34,96,37,26,49,0,0,12,24,0,0,0,0,4,16,0,0,21,21,62
louise_kitchen_001_1_1_1.pst.353.xls,1179,648,1847,258,159,291,0,0,161,838,0,0,0,0,60,278,14,40,23,23,1199
louise_kitchen_001_1_1_1.pst.354.xls,6161,2984,9167,1913,956,2346,0,0,298,2633,0,0,0,0,147,1786,145,419,1323,1323,6183
louise_kitchen_001_1_1_1.pst.364.xls,10402,5118,15592,3412,1722,4252,2,4,476,4397,0,0,0,0,226,2694,325,924,2383,2383,10474
louise_kitchen_001_1_1_1.pst.367.xls,385,379,764,187,182,263,13,53,142,296,0,0,0,0,0,0,4,8,28,28,385
louise_kitchen_001_1_1_1.pst.374.xls,13666,6790,20532,4470,2220,5565,3,6,654,5800,0,0,0,0,326,3682,387,1078,3100,3100,13742
louise_kitchen_001_1_1_1.pst.412.xls,23850,19103,53145,178,173,337,0,0,115,23746,0,0,0,0,0,0,35,76,28,28,34042
louise_kitchen_001_1_1_1.pst.424.xls,54,40,95,30,23,41,0,0,11,34,0,0,0,0,0,0,1,2,18,18,55
louise_kitchen_001_1_1_1.pst.425.xls,34,20,54,30,21,46,0,0,3,6,0,0,0,0,1,2,0,0,26,26,34
louise_kitchen_001_1_1_1.pst.438.xls,95,52,147,29,16,45,0,0,23,89,0,0,0,0,0,0,0,0,6,6,95
louise_kitchen_001_1_1_1.pst.439.xls,218,111,329,70,36,84,0,0,53,199,0,0,0,0,0,0,2,4,15,15,218
louise_kitchen_001_1_1_1.pst.440.xls,4858,2280,7138,1232,608,1316,0,0,1171,4787,0,0,0,0,0,0,10,20,51,51,4858
louise_kitchen_001_1_1_1.pst.441.xls,1969,977,2946,590,300,565,0,0,507,1882,0,0,0,0,0,0,4,8,79,79,1969
louise_kitchen_001_1_1_1.pst.446.xls,110,66,176,101,65,136,0,0,9,18,0,0,0,0,0,0,0,0,92,92,110
louise_kitchen_001_1_1_1.pst.447.xls,1952,950,2902,593,295,561,0,0,490,1840,0,0,0,0,0,0,9,18,94,94,1952
louise_kitchen_001_1_1_1.pst.448.xls,5125,2275,7400,1302,608,1306,0,0,1241,5054,0,0,0,0,0,0,10,20,51,51,5125
louise_kitchen_001_1_1_1.pst.449.xls,234,112,346,73,36,80,0,0,56,214,0,0,0,0,0,0,3,6,14,14,234
louise_kitchen_001_1_1_1.pst.450.xls,92,46,138,26,13,39,0,0,20,86,0,0,0,0,0,0,0,0,6,6,92
louise_kitchen_001_1_1_1.pst.454.xls,684,352,1081,145,73,181,1,2,75,565,0,0,0,0,0,0,44,92,25,25,729
louise_kitchen_001_1_1_1.pst.473.xls,2698,1499,4197,541,463,807,0,0,416,2190,1,2,0,0,58,414,26,52,40,40,2698
louise_kitchen_001_1_1_1.pst.474.xls,292,272,564,53,51,90,0,0,46,280,0,0,0,0,4,9,0,0,3,3,292
louise_kitchen_001_1_1_1.pst.476.xls,104,57,161,29,17,42,0,0,17,84,0,0,0,0,0,0,8,16,4,4,104
louise_kitchen_001_1_1_1.pst.477.xls,588,298,886,217,119,293,0,0,141,462,0,0,0,0,0,0,49,99,27,27,588
louise_kitchen_001_1_1_1.pst.478.xls,1646,693,2339,262,122,338,0,0,224,1600,0,0,0,0,0,0,4,12,34,34,1646
louise_kitchen_001_1_1_1.pst.479.xls,1066,968,2034,773,764,1524,41,129,5,94,0,0,0,0,5,94,17,44,705,705,1066
louise_kitchen_001_1_1_1.pst.480.xls,1342,1105,2447,775,764,1514,41,129,10,236,0,0,0,0,10,236,17,44,697,697,1342
louise_kitchen_001_1_1_1.pst.481.xls,1782,1324,3106,771,759,1514,41,129,10,456,0,0,0,0,10,456,21,52,689,689,1782
louise_kitchen_001_1_1_1.pst.543.xls,12,2,14,6,1,7,0,0,6,12,0,0,0,0,0,0,0,0,0,0,12
louise_kitchen_001_1_1_1.pst.56.xls,14,7,21,2,1,3,0,0,2,14,0,0,0,0,0,0,0,0,0,0,14
louise_kitchen_001_1_1_1.pst.67.xls,855,855,1710,740,740,1477,41,129,0,0,0,0,0,0,0,0,17,44,682,682,855
louise_kitchen_001_1_1_1.pst.69.xls,26,13,39,2,1,3,0,0,1,13,0,0,0,0,1,13,0,0,0,0,26
louise_kitchen_001_1_1_1.pst.71.xls,1456,1169,2625,803,785,1549,41,129,17,286,0,0,0,0,17,286,17,44,711,711,1456
louise_kitchen_001_1_1_1.pst.72.xls,1474,1178,2652,803,785,1549,41,129,17,295,0,0,0,0,17,295,17,44,711,711,1474
louise_kitchen_001_1_1_1.pst.97.xls,1303,821,2105,306,180,358,0,0,270,1200,0,0,0,0,0,0,10,77,26,26,1284
lynn_blair_000_1_1.pst.101.xls,2583,1273,3856,1122,747,1505,0,0,419,1742,0,0,0,0,0,0,101,239,602,602,2583
lynn_blair_000_1_1.pst.105.xls,116,59,175,5,3,8,0,0,2,112,0,0,0,0,0,0,1,2,2,2,116
lynn_blair_000_1_1.pst.111.xls,32,17,49,20,12,32,0,0,11,22,0,0,0,0,0,0,1,2,8,8,32
lynn_blair_000_1_1.pst.112.xls,72,72,144,72,72,77,0,0,0,0,0,0,0,0,0,0,0,0,72,72,72
lynn_blair_000_1_1.pst.113.xls,598,598,1196,598,598,645,0,0,0,0,0,0,0,0,0,0,0,0,598,598,598
lynn_blair_000_1_1.pst.115.xls,598,598,1196,598,598,645,0,0,0,0,0,0,0,0,0,0,0,0,598,598,598
lynn_blair_000_1_1.pst.117.xls,4698,4698,9396,4,4,8,4,4698,0,0,0,0,0,0,0,0,0,0,0,0,4698
lynn_blair_000_1_1.pst.118.xls,301,279,580,135,119,223,0,0,57,223,0,0,0,0,0,0,0,0,78,78,301
lynn_blair_000_1_1.pst.119.xls,387,327,714,117,104,183,0,0,73,241,0,0,0,0,3,6,9,108,32,32,387
lynn_blair_000_1_1.pst.12.xls,12419,7509,29107,1055,881,1615,23,682,549,11122,0,0,0,0,63,126,55,124,365,365,21598
lynn_blair_000_1_1.pst.121.xls,54,18,72,3,1,4,0,0,3,54,0,0,0,0,0,0,0,0,0,0,54
lynn_blair_000_1_1.pst.122.xls,299,161,483,253,138,253,0,0,46,92,0,0,0,0,0,0,0,0,207,207,322
lynn_blair_000_1_1.pst.123.xls,104,91,195,78,65,91,0,0,26,52,0,0,0,0,0,0,0,0,52,52,104
lynn_blair_000_1_1.pst.13.xls,30,15,45,10,5,15,0,0,10,30,0,0,0,0,0,0,0,0,0,0,30
lynn_blair_000_1_1.pst.139.xls,155,118,273,85,70,102,0,0,30,100,0,0,0,0,0,0,0,0,55,55,155
lynn_blair_000_1_1.pst.14.xls,18,9,27,6,3,9,0,0,6,18,0,0,0,0,0,0,0,0,0,0,18
lynn_blair_000_1_1.pst.140.xls,143,63,238,95,45,111,0,0,0,0,0,0,0,0,0,0,48,96,47,47,175
lynn_blair_000_1_1.pst.141.xls,48,25,73,27,18,30,0,0,3,12,0,0,0,0,4,14,2,4,18,18,48
lynn_blair_000_1_1.pst.144.xls,1493,630,2148,275,152,338,0,0,149,1323,0,0,0,0,10,23,31,62,85,85,1518
lynn_blair_000_1_1.pst.145.xls,1555,665,2248,271,163,338,0,0,147,1383,0,0,0,0,12,27,32,65,80,80,1583
lynn_blair_000_1_1.pst.146.xls,1695,718,2434,286,161,356,0,0,161,1525,0,0,0,0,13,29,29,58,83,83,1716
lynn_blair_000_1_1.pst.147.xls,1650,715,2396,282,157,350,0,0,149,1477,0,0,0,0,9,21,27,55,97,97,1681
lynn_blair_000_1_1.pst.148.xls,1636,704,2368,261,151,323,0,0,156,1498,0,0,0,0,8,19,20,42,77,77,1664
lynn_blair_000_1_1.pst.149.xls,115,92,207,87,78,150,0,0,3,12,0,0,0,0,4,14,6,15,74,74,115
lynn_blair_000_1_1.pst.151.xls,1695,718,2434,286,161,356,0,0,161,1525,0,0,0,0,13,29,29,58,83,83,1716
lynn_blair_000_1_1.pst.152.xls,1524,653,2213,278,154,339,0,0,151,1348,0,0,0,0,9,21,30,67,88,88,1560
lynn_blair_000_1_1.pst.153.xls,356,356,712,23,23,46,0,0,4,301,0,0,0,0,0,0,2,38,17,17,356
lynn_blair_000_1_1.pst.157.xls,52,52,104,52,52,56,0,0,0,0,0,0,0,0,0,0,0,0,52,52,52
lynn_blair_000_1_1.pst.158.xls,12,12,24,12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12
lynn_blair_000_1_1.pst.160.xls,14,14,28,7,7,8,0,0,0,0,0,0,0,0,4,11,0,0,3,3,14
lynn_blair_000_1_1.pst.161.xls,46,45,91,15,14,27,1,2,0,0,0,0,0,0,0,0,6,36,8,8,46
lynn_blair_000_1_1.pst.162.xls,858,672,1546,781,632,1088,0,0,24,49,0,0,0,0,0,0,34,86,723,723,874
lynn_blair_000_1_1.pst.163.xls,66,64,130,57,55,62,0,0,4,8,0,0,0,0,2,7,0,0,51,51,66
lynn_blair_000_1_1.pst.164.xls,30,25,55,14,13,17,0,0,4,20,0,0,0,0,0,0,0,0,10,10,30
lynn_blair_000_1_1.pst.166.xls,66,64,130,57,55,62,0,0,4,8,0,0,0,0,2,7,0,0,51,51,66
lynn_blair_000_1_1.pst.168.xls,859,672,1546,780,630,1084,0,0,24,49,0,0,0,0,0,0,36,90,720,720,874
lynn_blair_000_1_1.pst.170.xls,88,52,140,9,8,15,0,0,5,82,0,0,0,0,1,2,1,2,2,2,88
lynn_blair_000_1_1.pst.172.xls,52,52,104,52,52,56,0,0,0,0,0,0,0,0,0,0,0,0,52,52,52
lynn_blair_000_1_1.pst.173.xls,12,12,24,12,12,13,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12
lynn_blair_000_1_1.pst.175.xls,717,717,1434,717,717,771,0,0,0,0,0,0,0,0,0,0,0,0,717,717,717
lynn_blair_000_1_1.pst.178.xls,60,58,118,53,51,59,0,0,2,4,0,0,0,0,2,7,0,0,49,49,60
lynn_blair_000_1_1.pst.181.xls,15651,9290,24941,4710,3849,7094,86,387,1209,7104,0,0,0,0,84,588,1664,5905,1667,1667,15651
lynn_blair_000_1_1.pst.182.xls,855,672,1546,777,628,1078,0,0,24,49,0,0,0,0,0,0,34,87,719,719,874
lynn_blair_000_1_1.pst.183.xls,410,410,820,110,110,210,0,0,0,0,0,0,0,0,0,0,60,360,50,50,410
lynn_blair_000_1_1.pst.184.xls,248,94,450,18,10,23,0,0,12,179,0,0,0,0,4,67,0,0,2,2,356
lynn_blair_000_1_1.pst.188.xls,112,60,172,9,8,15,0,0,5,106,0,0,0,0,1,2,1,2,2,2,112
lynn_blair_000_1_1.pst.189.xls,721,721,1442,718,718,773,0,0,1,4,0,0,0,0,0,0,0,0,717,717,721
lynn_blair_000_1_1.pst.190.xls,20,16,36,16,13,26,0,0,2,4,0,0,0,0,0,0,2,4,12,12,20
lynn_blair_000_1_1.pst.191.xls,250,109,359,26,13,33,0,0,0,0,0,0,0,0,0,0,21,245,5,5,250
lynn_blair_000_1_1.pst.193.xls,50,38,88,6,4,9,0,0,4,46,0,0,0,0,0,0,2,4,0,0,50
lynn_blair_000_1_1.pst.194.xls,52,40,92,7,5,11,0,0,4,46,0,0,0,0,0,0,3,6,0,0,52
lynn_blair_000_1_1.pst.195.xls,17,17,34,1,1,2,1,17,0,0,0,0,0,0,0,0,0,0,0,0,17
lynn_blair_000_1_1.pst.20.xls,1393,813,2213,369,218,434,27,192,79,908,0,0,0,0,12,33,5,14,246,246,1400
lynn_blair_000_1_1.pst.21.xls,5346,5346,10692,2,2,4,0,0,2,5346,0,0,0,0,0,0,0,0,0,0,5346
lynn_blair_000_1_1.pst.32.xls,14,14,28,1,1,2,1,14,0,0,0,0,0,0,0,0,0,0,0,0,14
lynn_blair_000_1_1.pst.38.xls,226,122,348,24,18,36,0,0,15,214,0,0,0,0,0,0,3,6,6,6,226
lynn_blair_000_1_1.pst.42.xls,4897,2530,7427,256,175,355,0,0,163,4763,0,0,0,0,0,0,41,82,52,52,4897
lynn_blair_000_1_1.pst.50.xls,13,13,26,13,13,14,0,0,0,0,0,0,0,0,0,0,0,0,13,13,13
lynn_blair_000_1_1.pst.52.xls,1323,717,2042,76,48,104,0,0,66,1300,0,0,0,0,0,0,7,20,3,3,1325
lynn_blair_000_1_1.pst.53.xls,58,56,114,53,51,57,0,0,0,0,0,0,0,0,2,7,0,0,51,51,58
lynn_blair_000_1_1.pst.57.xls,57,55,112,51,49,55,0,0,1,2,0,0,0,0,2,7,0,0,48,48,57
lynn_blair_000_1_1.pst.63.xls,7082,6086,13168,515,469,974,168,1019,252,5798,0,0,0,0,0,0,26,196,69,69,7082
lynn_blair_000_1_1.pst.64.xls,7082,6086,13168,515,469,974,168,1019,252,5798,0,0,0,0,0,0,26,196,69,69,7082
lynn_blair_000_1_1.pst.65.xls,7082,6086,13168,515,469,974,168,1019,252,5798,0,0,0,0,0,0,26,196,69,69,7082
lynn_blair_000_1_1.pst.66.xls,7082,6086,13168,515,469,974,168,1019,252,5798,0,0,0,0,0,0,26,196,69,69,7082
lynn_blair_000_1_1.pst.67.xls,79,79,158,79,79,84,0,0,0,0,0,0,0,0,0,0,0,0,79,79,79
lynn_blair_000_1_1.pst.69.xls,62,60,122,55,53,60,0,0,2,4,0,0,0,0,2,7,0,0,51,51,62
