Spreadsheet name,Total edges,Total formulae,Total nodes,TACO edges,TACO formulae,TACO nodes,Type0 edges,Type0 uncompressed edges,Type1 edges,Type1 uncompressed edges,Type2 edges,Type2 uncompressed edges,Type3 edges,Type3 uncompressed edges,Type4 edges,Type4 uncompressed edges,Type5 edges,Type5 uncompressed edges,Notype edges,Notype nodes,Duplicated Edges
drew_fossum_000_1_1.pst.148.xls,16,16,32,1,1,2,0,0,1,16,0,0,0,0,0,0,0,0,0,0,16
drew_fossum_000_1_1.pst.150.xls,1397,845,2242,953,564,1120,0,0,125,373,0,0,0,0,13,26,183,366,632,632,1397
drew_fossum_000_1_1.pst.152.xls,16,16,32,1,1,2,0,0,1,16,0,0,0,0,0,0,0,0,0,0,16
drew_fossum_000_1_1.pst.154.xls,19,14,33,8,7,15,0,0,4,15,0,0,0,0,0,0,0,0,4,4,19
drew_fossum_000_1_1.pst.155.xls,631,454,1105,120,111,175,6,41,18,56,0,0,0,0,20,40,48,466,28,28,651
drew_fossum_000_1_1.pst.156.xls,80,46,160,4,3,7,0,0,3,76,0,0,0,0,0,0,1,4,0,0,114
drew_fossum_000_1_1.pst.217.xls,929,554,1483,193,145,266,0,0,96,819,0,0,0,0,0,0,13,26,84,84,929
drew_fossum_000_1_1.pst.218.xls,16,8,24,8,4,12,0,0,0,0,0,0,0,0,0,0,8,16,0,0,16
drew_fossum_000_1_1.pst.224.xls,8960,2600,20826,377,265,431,26,1274,99,1429,0,0,0,0,138,6134,9,18,105,105,18226
drew_fossum_000_1_1.pst.227.xls,278,142,419,17,11,26,0,0,9,235,0,0,0,0,1,27,3,12,4,4,277
drew_fossum_000_1_1.pst.228.xls,22,12,34,3,2,5,0,0,2,12,0,0,0,0,1,10,0,0,0,0,22
drew_fossum_000_1_1.pst.229.xls,428,292,720,88,63,137,0,0,33,249,0,0,0,0,0,0,43,167,12,12,428
drew_fossum_000_1_1.pst.232.xls,19,3,23,13,3,14,0,0,2,4,0,0,0,0,4,8,0,0,7,7,20
drew_fossum_000_1_1.pst.236.xls,14,9,23,10,6,11,0,0,1,4,0,0,0,0,1,2,0,0,8,8,14
drew_fossum_000_1_1.pst.276.xls,38,38,76,12,12,24,12,38,0,0,0,0,0,0,0,0,0,0,0,0,38
drew_fossum_000_1_1.pst.277.xls,60,60,120,2,2,4,0,0,2,60,0,0,0,0,0,0,0,0,0,0,60
drew_fossum_000_1_1.pst.278.xls,20,20,40,2,2,4,0,0,2,20,0,0,0,0,0,0,0,0,0,0,20
drew_fossum_000_1_1.pst.281.xls,85,58,143,10,7,15,0,0,5,55,0,0,0,0,2,26,1,2,2,2,85
drew_fossum_000_1_1.pst.282.xls,48,34,82,11,10,17,0,0,3,28,0,0,0,0,2,12,2,4,4,4,48
drew_fossum_000_1_1.pst.286.xls,137,95,232,20,14,30,0,0,9,89,0,0,0,0,4,40,1,2,6,6,137
drew_fossum_000_1_1.pst.287.xls,137,95,232,20,14,30,0,0,9,89,0,0,0,0,4,40,1,2,6,6,137
drew_fossum_000_1_1.pst.340.xls,1387,763,2150,236,150,291,0,0,156,1294,0,0,0,0,0,0,13,26,67,67,1387
drew_fossum_000_1_1.pst.342.xls,1395,769,2164,242,154,300,0,0,157,1297,0,0,0,0,0,0,13,26,72,72,1395
dutch_quigley_000_1_1.pst.10.xls,40,40,80,2,2,4,0,0,2,40,0,0,0,0,0,0,0,0,0,0,40
dutch_quigley_000_1_1.pst.100.xls,33,17,50,3,2,4,0,0,2,32,0,0,0,0,0,0,0,0,1,1,33
dutch_quigley_000_1_1.pst.101.xls,101,54,155,10,6,15,0,0,10,101,0,0,0,0,0,0,0,0,0,0,101
dutch_quigley_000_1_1.pst.102.xls,327,216,543,11,8,16,0,0,9,324,0,0,0,0,0,0,1,2,1,1,327
dutch_quigley_000_1_1.pst.103.xls,324,216,540,9,6,12,0,0,9,324,0,0,0,0,0,0,0,0,0,0,324
dutch_quigley_000_1_1.pst.104.xls,102,55,157,11,7,16,0,0,10,101,0,0,0,0,0,0,0,0,1,1,102
dutch_quigley_000_1_1.pst.105.xls,102,55,157,11,7,16,0,0,10,101,0,0,0,0,0,0,0,0,1,1,102
dutch_quigley_000_1_1.pst.106.xls,328,216,544,11,8,16,0,0,10,327,0,0,0,0,0,0,0,0,1,1,328
dutch_quigley_000_1_1.pst.107.xls,98,53,151,9,6,13,0,0,8,97,0,0,0,0,0,0,0,0,1,1,98
dutch_quigley_000_1_1.pst.108.xls,332,216,548,11,8,16,0,0,10,331,0,0,0,0,0,0,0,0,1,1,332
dutch_quigley_000_1_1.pst.109.xls,98,53,151,9,6,13,0,0,8,97,0,0,0,0,0,0,0,0,1,1,98
dutch_quigley_000_1_1.pst.11.xls,41,21,62,3,2,4,0,0,2,40,0,0,0,0,0,0,0,0,1,1,41
dutch_quigley_000_1_1.pst.110.xls,324,216,540,9,6,12,0,0,9,324,0,0,0,0,0,0,0,0,0,0,324
dutch_quigley_000_1_1.pst.111.xls,326,216,542,10,7,14,0,0,9,324,0,0,0,0,0,0,1,2,0,0,326
dutch_quigley_000_1_1.pst.112.xls,98,53,151,9,6,13,0,0,8,97,0,0,0,0,0,0,0,0,1,1,98
dutch_quigley_000_1_1.pst.113.xls,324,216,540,9,6,12,0,0,9,324,0,0,0,0,0,0,0,0,0,0,324
dutch_quigley_000_1_1.pst.114.xls,332,216,548,11,8,16,0,0,11,332,0,0,0,0,0,0,0,0,0,0,332
dutch_quigley_000_1_1.pst.115.xls,97,52,149,8,5,12,0,0,8,97,0,0,0,0,0,0,0,0,0,0,97
dutch_quigley_000_1_1.pst.116.xls,324,216,540,9,6,12,0,0,9,324,0,0,0,0,0,0,0,0,0,0,324
dutch_quigley_000_1_1.pst.117.xls,97,52,149,8,5,12,0,0,8,97,0,0,0,0,0,0,0,0,0,0,97
dutch_quigley_000_1_1.pst.118.xls,324,216,540,9,6,12,0,0,9,324,0,0,0,0,0,0,0,0,0,0,324
dutch_quigley_000_1_1.pst.119.xls,327,216,543,11,8,16,0,0,9,324,0,0,0,0,0,0,1,2,1,1,327
dutch_quigley_000_1_1.pst.121.xls,19,19,38,2,2,4,0,0,2,19,0,0,0,0,0,0,0,0,0,0,19
dutch_quigley_000_1_1.pst.122.xls,195,195,390,3,3,6,0,0,2,194,0,0,0,0,0,0,0,0,1,1,195
dutch_quigley_000_1_1.pst.123.xls,324,216,540,9,6,12,0,0,9,324,0,0,0,0,0,0,0,0,0,0,324
dutch_quigley_000_1_1.pst.127.xls,19,10,29,10,8,17,0,0,2,8,0,0,0,0,1,4,0,0,7,7,19
dutch_quigley_000_1_1.pst.13.xls,324,216,540,9,6,12,0,0,9,324,0,0,0,0,0,0,0,0,0,0,324
dutch_quigley_000_1_1.pst.136.xls,67,67,134,4,4,6,0,0,2,65,0,0,0,0,0,0,0,0,2,2,67
dutch_quigley_000_1_1.pst.137.xls,59,30,89,3,2,4,0,0,2,58,0,0,0,0,0,0,0,0,1,1,59
dutch_quigley_000_1_1.pst.138.xls,57,29,86,3,2,4,0,0,2,56,0,0,0,0,0,0,0,0,1,1,57
dutch_quigley_000_1_1.pst.139.xls,38,38,76,2,2,4,0,0,2,38,0,0,0,0,0,0,0,0,0,0,38
dutch_quigley_000_1_1.pst.14.xls,337,221,558,15,12,24,0,0,12,334,0,0,0,0,0,0,0,0,3,3,337
dutch_quigley_000_1_1.pst.141.xls,37,19,56,3,2,4,0,0,2,36,0,0,0,0,0,0,0,0,1,1,37
dutch_quigley_000_1_1.pst.147.xls,39,20,59,3,2,4,0,0,2,38,0,0,0,0,0,0,0,0,1,1,39
dutch_quigley_000_1_1.pst.148.xls,324,216,540,9,6,12,0,0,9,324,0,0,0,0,0,0,0,0,0,0,324
dutch_quigley_000_1_1.pst.149.xls,42,23,65,3,2,5,0,0,3,42,0,0,0,0,0,0,0,0,0,0,42
dutch_quigley_000_1_1.pst.150.xls,40,40,80,2,2,4,0,0,2,40,0,0,0,0,0,0,0,0,0,0,40
dutch_quigley_000_1_1.pst.151.xls,339,223,562,14,11,22,0,0,11,336,0,0,0,0,0,0,0,0,3,3,339
dutch_quigley_000_1_1.pst.152.xls,39,39,78,2,2,4,0,0,2,39,0,0,0,0,0,0,0,0,0,0,39
dutch_quigley_000_1_1.pst.153.xls,324,216,540,9,6,12,0,0,9,324,0,0,0,0,0,0,0,0,0,0,324
dutch_quigley_000_1_1.pst.154.xls,42,23,65,3,2,5,0,0,3,42,0,0,0,0,0,0,0,0,0,0,42
dutch_quigley_000_1_1.pst.155.xls,39,20,59,3,2,4,0,0,2,38,0,0,0,0,0,0,0,0,1,1,39
dutch_quigley_000_1_1.pst.156.xls,42,23,65,3,2,5,0,0,3,42,0,0,0,0,0,0,0,0,0,0,42
dutch_quigley_000_1_1.pst.157.xls,39,20,59,3,2,4,0,0,2,38,0,0,0,0,0,0,0,0,1,1,39
dutch_quigley_000_1_1.pst.158.xls,335,218,553,12,9,18,0,0,10,333,0,0,0,0,0,0,0,0,2,2,335
dutch_quigley_000_1_1.pst.200.xls,20373,10451,35353,337,260,480,2,4,151,20149,0,0,0,0,16,50,2,4,166,166,24902
dutch_quigley_000_1_1.pst.201.xls,20373,10451,35353,337,260,480,2,4,151,20149,0,0,0,0,16,50,2,4,166,166,24902
dutch_quigley_000_1_1.pst.202.xls,20373,10451,35353,337,260,480,2,4,151,20149,0,0,0,0,16,50,2,4,166,166,24902
dutch_quigley_000_1_1.pst.206.xls,95,63,158,3,2,5,1,31,2,64,0,0,0,0,0,0,0,0,0,0,95
dutch_quigley_000_1_1.pst.210.xls,794,321,2635,36,16,46,0,0,22,556,0,0,0,0,6,228,2,4,6,6,2314
dutch_quigley_000_1_1.pst.211.xls,794,321,2635,36,16,46,0,0,22,556,0,0,0,0,6,228,2,4,6,6,2314
dutch_quigley_000_1_1.pst.212.xls,794,321,2635,36,16,46,0,0,22,556,0,0,0,0,6,228,2,4,6,6,2314
dutch_quigley_000_1_1.pst.220.xls,109,56,165,8,5,11,0,0,5,106,0,0,0,0,0,0,0,0,3,3,109
dutch_quigley_000_1_1.pst.223.xls,145,74,219,8,5,11,0,0,5,142,0,0,0,0,0,0,0,0,3,3,145
dutch_quigley_000_1_1.pst.226.xls,125,76,201,10,7,15,1,23,4,96,0,0,0,0,0,0,1,2,4,4,125
dutch_quigley_000_1_1.pst.232.xls,141,72,213,8,5,11,0,0,5,138,0,0,0,0,0,0,0,0,3,3,141
dutch_quigley_000_1_1.pst.241.xls,124,123,247,5,4,7,0,0,1,120,0,0,0,0,0,0,0,0,4,4,124
dutch_quigley_000_1_1.pst.244.xls,33,21,54,13,9,12,0,0,5,25,0,0,0,0,0,0,0,0,8,8,33
dutch_quigley_000_1_1.pst.245.xls,19,10,29,10,8,17,0,0,2,8,0,0,0,0,1,4,0,0,7,7,19
dutch_quigley_000_1_1.pst.271.xls,18,9,27,9,7,15,0,0,2,8,0,0,0,0,1,4,0,0,6,6,18
dutch_quigley_000_1_1.pst.272.xls,484,472,1201,27,15,39,3,230,3,233,0,0,0,0,0,0,0,0,21,21,729
dutch_quigley_000_1_1.pst.274.xls,40,36,76,10,6,15,2,32,0,0,0,0,0,0,0,0,0,0,8,8,40
dutch_quigley_000_1_1.pst.277.xls,18,9,27,9,7,15,0,0,2,8,0,0,0,0,1,4,0,0,6,6,18
dutch_quigley_000_1_1.pst.278.xls,202,121,362,18,18,35,1,60,6,128,0,0,0,0,3,6,0,0,8,8,241
dutch_quigley_000_1_1.pst.280.xls,103,103,206,11,11,22,0,0,1,93,0,0,0,0,0,0,0,0,10,10,103
dutch_quigley_000_1_1.pst.286.xls,18,9,27,9,7,15,0,0,2,8,0,0,0,0,1,4,0,0,6,6,18
dutch_quigley_000_1_1.pst.289.xls,174,147,321,2,2,4,0,0,2,174,0,0,0,0,0,0,0,0,0,0,174
dutch_quigley_000_1_1.pst.290.xls,174,147,321,2,2,4,0,0,2,174,0,0,0,0,0,0,0,0,0,0,174
dutch_quigley_000_1_1.pst.48.xls,97,52,149,8,5,12,0,0,8,97,0,0,0,0,0,0,0,0,0,0,97
dutch_quigley_000_1_1.pst.49.xls,97,52,149,8,5,12,0,0,8,97,0,0,0,0,0,0,0,0,0,0,97
dutch_quigley_000_1_1.pst.50.xls,1531,1439,2970,7,5,12,2,974,5,557,0,0,0,0,0,0,0,0,0,0,1531
dutch_quigley_000_1_1.pst.51.xls,9999,7160,17159,20,16,33,1,1076,10,3627,0,0,0,0,3,5290,0,0,6,6,9999
dutch_quigley_000_1_1.pst.53.xls,1531,1439,2970,7,5,12,2,974,5,557,0,0,0,0,0,0,0,0,0,0,1531
dutch_quigley_000_1_1.pst.63.xls,387,242,629,10,6,11,0,0,7,384,0,0,0,0,0,0,0,0,3,3,387
dutch_quigley_000_1_1.pst.66.xls,716,716,1432,356,356,712,0,0,344,688,0,0,0,0,0,0,12,28,0,0,716
dutch_quigley_000_1_1.pst.70.xls,75,73,187,10,8,15,2,34,2,35,0,0,0,0,0,0,0,0,6,6,114
elizabeth_sager_000_1_1.pst.10.xls,596,375,984,295,187,415,1,2,151,434,0,0,0,0,0,0,17,34,126,126,609
elizabeth_sager_000_1_1.pst.103.xls,40172,12340,59876,5587,2084,4663,0,0,2022,35159,0,0,0,0,159,318,863,2152,2543,2543,47536
elizabeth_sager_000_1_1.pst.11.xls,14,7,21,2,1,3,0,0,2,14,0,0,0,0,0,0,0,0,0,0,14
elizabeth_sager_000_1_1.pst.122.xls,37113,11652,55100,3794,1444,3203,0,0,1369,33593,0,0,0,0,100,200,728,1723,1597,1597,43448
elizabeth_sager_000_1_1.pst.124.xls,331,187,518,51,33,53,0,0,29,232,0,0,0,0,11,88,0,0,11,11,331
elizabeth_sager_000_1_1.pst.125.xls,51,51,102,44,44,88,0,0,1,2,0,0,0,0,0,0,6,12,37,37,51
elizabeth_sager_000_1_1.pst.13.xls,77,67,144,22,19,41,0,0,13,61,0,0,0,0,0,0,4,11,5,5,77
elizabeth_sager_000_1_1.pst.130.xls,19,19,38,7,7,14,4,16,0,0,0,0,0,0,0,0,0,0,3,3,19
elizabeth_sager_000_1_1.pst.131.xls,26,26,52,2,2,4,0,0,1,25,0,0,0,0,0,0,0,0,1,1,26
elizabeth_sager_000_1_1.pst.15.xls,818,488,1324,437,273,623,0,0,208,572,0,0,0,0,1,2,15,31,213,213,836
elizabeth_sager_000_1_1.pst.166.xls,2058,1029,3087,6,3,9,0,0,6,2058,0,0,0,0,0,0,0,0,0,0,2058
elizabeth_sager_000_1_1.pst.167.xls,2058,1029,3087,6,3,9,0,0,6,2058,0,0,0,0,0,0,0,0,0,0,2058
elizabeth_sager_000_1_1.pst.173.xls,27,11,38,25,11,31,0,0,0,0,0,0,0,0,2,4,0,0,23,23,27
elizabeth_sager_000_1_1.pst.175.xls,1430,810,2240,19,13,30,0,0,13,810,0,0,0,0,6,620,0,0,0,0,1430
elizabeth_sager_000_1_1.pst.20.xls,12,11,23,4,3,7,0,0,1,9,0,0,0,0,0,0,0,0,3,3,12
elizabeth_sager_000_1_1.pst.21.xls,339,200,546,79,8,81,0,0,6,263,0,0,0,0,1,4,0,0,72,72,346
elizabeth_sager_000_1_1.pst.22.xls,339,200,546,79,8,81,0,0,6,263,0,0,0,0,1,4,0,0,72,72,346
elizabeth_sager_000_1_1.pst.50.xls,281,163,444,168,104,232,1,2,74,175,0,0,0,0,1,2,10,20,82,82,281
elizabeth_sager_000_1_1.pst.58.xls,34,17,51,16,8,19,0,0,6,22,0,0,0,0,0,0,2,4,8,8,34
elizabeth_sager_000_1_1.pst.59.xls,55,14,69,22,13,33,0,0,12,45,0,0,0,0,0,0,0,0,10,10,55
elizabeth_sager_000_1_1.pst.60.xls,124,96,220,24,17,37,0,0,18,118,0,0,0,0,0,0,0,0,6,6,124
elizabeth_sager_000_1_1.pst.74.xls,17,16,33,17,16,31,0,0,0,0,0,0,0,0,0,0,0,0,17,17,17
elizabeth_sager_000_1_1.pst.79.xls,12,6,18,2,1,3,0,0,2,12,0,0,0,0,0,0,0,0,0,0,12
elizabeth_sager_000_1_1.pst.81.xls,507,201,788,57,29,61,0,0,38,397,0,0,0,0,6,82,8,23,5,5,587
elizabeth_sager_000_1_1.pst.82.xls,2739,1786,4572,865,791,1462,0,0,484,1688,0,0,0,0,0,0,202,872,179,179,2786
elizabeth_sager_000_1_1.pst.83.xls,3721,2430,6217,1271,1160,2139,0,0,668,2200,0,0,0,0,0,0,312,1230,291,291,3787
elizabeth_sager_000_1_1.pst.84.xls,1258,390,1644,244,101,250,0,0,204,1128,0,0,0,0,0,0,32,122,8,8,1254
elizabeth_sager_000_1_1.pst.85.xls,3054,2029,5114,620,587,1074,0,0,465,2190,0,0,0,0,0,0,94,803,61,61,3085
elizabeth_sager_001_1_1.pst.0.xls,694,347,1041,18,9,27,0,0,4,680,0,0,0,0,0,0,0,0,14,14,694
elizabeth_sager_001_1_1.pst.1.xls,1998,999,2997,18,9,27,0,0,14,1994,0,0,0,0,0,0,0,0,4,4,1998
elizabeth_sager_001_1_1.pst.13.xls,102,51,205,12,6,18,0,0,12,102,0,0,0,0,0,0,0,0,0,0,154
elizabeth_sager_001_1_1.pst.8.xls,2022,1011,3033,8,4,12,0,0,6,2020,0,0,0,0,0,0,0,0,2,2,2022
eric_linder_000_1_1.pst.0.xls,8578,2461,11039,526,259,758,0,0,440,8464,0,0,0,0,0,0,28,56,58,58,8578
eric_linder_000_1_1.pst.1.xls,8793,2544,11337,546,270,788,0,0,455,8673,0,0,0,0,0,0,29,58,62,62,8793
eric_linder_000_1_1.pst.10.xls,2128,616,2744,126,63,182,0,0,105,2100,0,0,0,0,0,0,7,14,14,14,2128
eric_linder_000_1_1.pst.100.xls,694,523,1217,40,34,66,0,0,31,672,0,0,0,0,7,20,0,0,2,2,694
eric_linder_000_1_1.pst.101.xls,7296,2112,9408,432,216,624,0,0,360,7200,0,0,0,0,0,0,24,48,48,48,7296
eric_linder_000_1_1.pst.102.xls,7600,2200,9800,450,225,650,0,0,375,7500,0,0,0,0,0,0,25,50,50,50,7600
eric_linder_000_1_1.pst.103.xls,7904,2288,10192,468,234,676,0,0,390,7800,0,0,0,0,0,0,26,52,52,52,7904
eric_linder_000_1_1.pst.104.xls,8512,2464,10976,504,252,728,0,0,420,8400,0,0,0,0,0,0,28,56,56,56,8512
eric_linder_000_1_1.pst.105.xls,710,535,1245,38,32,63,0,0,30,690,0,0,0,0,6,18,0,0,2,2,710
eric_linder_000_1_1.pst.107.xls,662,499,1161,39,33,64,0,0,30,640,0,0,0,0,7,20,0,0,2,2,662
eric_linder_000_1_1.pst.109.xls,304,88,392,18,9,26,0,0,15,300,0,0,0,0,0,0,1,2,2,2,304
eric_linder_000_1_1.pst.11.xls,3040,880,3920,180,90,260,0,0,150,3000,0,0,0,0,0,0,10,20,20,20,3040
eric_linder_000_1_1.pst.110.xls,608,176,784,36,18,52,0,0,30,600,0,0,0,0,0,0,2,4,4,4,608
eric_linder_000_1_1.pst.111.xls,798,601,1399,39,33,65,0,0,32,779,0,0,0,0,6,18,0,0,1,1,798
eric_linder_000_1_1.pst.112.xls,710,535,1245,39,33,65,0,0,32,691,0,0,0,0,6,18,0,0,1,1,710
eric_linder_000_1_1.pst.113.xls,742,559,1301,41,34,66,0,0,31,716,0,0,0,0,6,18,4,8,0,0,742
eric_linder_000_1_1.pst.114.xls,287,287,574,37,37,61,0,0,23,266,0,0,0,0,0,0,7,14,7,7,287
eric_linder_000_1_1.pst.115.xls,287,287,574,37,37,61,0,0,23,266,0,0,0,0,0,0,7,14,7,7,287
eric_linder_000_1_1.pst.116.xls,690,520,1210,42,35,68,0,0,30,662,0,0,0,0,6,18,4,8,2,2,690
eric_linder_000_1_1.pst.117.xls,714,538,1252,48,39,76,0,0,36,685,0,0,0,0,6,18,5,10,1,1,714
eric_linder_000_1_1.pst.118.xls,758,571,1329,42,35,69,0,0,34,735,0,0,0,0,6,18,2,5,0,0,758
eric_linder_000_1_1.pst.119.xls,766,577,1343,44,37,73,0,0,34,741,0,0,0,0,7,20,1,3,2,2,766
eric_linder_000_1_1.pst.12.xls,3648,1056,4704,216,108,312,0,0,180,3600,0,0,0,0,0,0,12,24,24,24,3648
eric_linder_000_1_1.pst.120.xls,706,532,1238,38,32,63,0,0,30,685,0,0,0,0,6,18,1,2,1,1,706
eric_linder_000_1_1.pst.121.xls,745,745,1490,97,97,157,0,0,59,688,0,0,0,0,0,0,19,38,19,19,745
eric_linder_000_1_1.pst.123.xls,710,535,1245,38,32,63,0,0,30,689,0,0,0,0,6,18,1,2,1,1,710
eric_linder_000_1_1.pst.124.xls,698,526,1224,41,34,66,0,0,35,680,0,0,0,0,6,18,0,0,0,0,698
eric_linder_000_1_1.pst.125.xls,694,523,1217,40,34,66,0,0,31,672,0,0,0,0,7,20,0,0,2,2,694
eric_linder_000_1_1.pst.13.xls,4256,1232,5488,252,126,364,0,0,210,4200,0,0,0,0,0,0,14,28,28,28,4256
eric_linder_000_1_1.pst.14.xls,5776,1672,7448,342,171,494,0,0,285,5700,0,0,0,0,0,0,19,38,38,38,5776
eric_linder_000_1_1.pst.16.xls,6992,2024,9016,414,207,598,0,0,345,6900,0,0,0,0,0,0,23,46,46,46,6992
eric_linder_000_1_1.pst.2.xls,9401,2720,12121,582,288,840,0,0,485,9273,0,0,0,0,0,0,31,62,66,66,9401
eric_linder_000_1_1.pst.29.xls,608,176,784,36,18,52,0,0,30,600,0,0,0,0,0,0,2,4,4,4,608
eric_linder_000_1_1.pst.33.xls,912,264,1176,54,27,78,0,0,45,900,0,0,0,0,0,0,3,6,6,6,912
eric_linder_000_1_1.pst.36.xls,1216,352,1568,72,36,104,0,0,60,1200,0,0,0,0,0,0,4,8,8,8,1216
eric_linder_000_1_1.pst.38.xls,1520,440,1960,90,45,130,0,0,75,1500,0,0,0,0,0,0,5,10,10,10,1520
eric_saibi_000_1_1.pst.1.xls,867,731,1694,321,312,621,2,12,308,788,0,0,0,0,6,62,0,0,5,5,963
eric_saibi_000_1_1.pst.189.xls,147,108,255,25,20,37,2,12,21,121,0,0,0,0,2,14,0,0,0,0,147
eric_saibi_000_1_1.pst.218.xls,9036,5728,15274,508,392,852,2,49,210,8471,0,0,0,0,77,240,30,87,189,189,9546
eric_saibi_000_1_1.pst.315.xls,120,48,168,5,2,6,0,0,5,120,0,0,0,0,0,0,0,0,0,0,120
eric_saibi_000_1_1.pst.325.xls,120,48,168,5,2,6,0,0,5,120,0,0,0,0,0,0,0,0,0,0,120
eric_saibi_000_1_1.pst.326.xls,120,48,168,5,2,6,0,0,5,120,0,0,0,0,0,0,0,0,0,0,120
eric_saibi_000_1_1.pst.327.xls,120,48,168,5,2,6,0,0,5,120,0,0,0,0,0,0,0,0,0,0,120
eric_saibi_000_1_1.pst.379.xls,870,84,954,145,14,37,0,0,118,708,0,0,0,0,27,162,0,0,0,0,870
eric_saibi_000_1_1.pst.464.xls,26359,13267,39936,159,87,162,0,0,144,26335,0,0,0,0,6,15,0,0,9,9,26669
eric_saibi_000_1_1.pst.598.xls,26359,13267,39936,159,87,162,0,0,144,26335,0,0,0,0,6,15,0,0,9,9,26669
errol_mclaughlin_jr_000_1_1.pst.1.xls,16,16,32,15,15,30,0,0,1,2,0,0,0,0,0,0,0,0,14,14,16
errol_mclaughlin_jr_000_1_1.pst.10.xls,26,20,46,16,12,24,0,0,4,14,0,0,0,0,0,0,0,0,12,12,26
errol_mclaughlin_jr_000_1_1.pst.100.xls,18,18,36,2,2,4,1,17,0,0,0,0,0,0,0,0,0,0,1,1,18
errol_mclaughlin_jr_000_1_1.pst.101.xls,174,147,321,2,2,4,0,0,2,174,0,0,0,0,0,0,0,0,0,0,174
errol_mclaughlin_jr_000_1_1.pst.113.xls,125,75,200,5,3,5,0,0,5,125,0,0,0,0,0,0,0,0,0,0,125
errol_mclaughlin_jr_000_1_1.pst.121.xls,125,50,300,5,2,5,0,0,5,125,0,0,0,0,0,0,0,0,0,0,250
errol_mclaughlin_jr_000_1_1.pst.122.xls,130,52,312,5,2,5,0,0,5,130,0,0,0,0,0,0,0,0,0,0,260
errol_mclaughlin_jr_000_1_1.pst.123.xls,30,30,60,5,5,10,3,28,0,0,0,0,0,0,0,0,0,0,2,2,30
errol_mclaughlin_jr_000_1_1.pst.126.xls,12,12,24,12,12,24,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12
errol_mclaughlin_jr_000_1_1.pst.127.xls,11,11,22,11,11,22,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11
errol_mclaughlin_jr_000_1_1.pst.133.xls,8,5,17,8,5,12,0,0,0,0,0,0,0,0,0,0,0,0,8,8,12
errol_mclaughlin_jr_000_1_1.pst.134.xls,1728,108,1836,35,8,43,0,0,29,1682,0,0,0,0,0,0,4,44,2,2,1728
errol_mclaughlin_jr_000_1_1.pst.135.xls,77,55,132,27,22,46,1,2,11,42,0,0,0,0,4,22,0,0,11,11,77
errol_mclaughlin_jr_000_1_1.pst.136.xls,33356,15907,55955,368,318,601,4,1084,189,26614,0,0,0,0,26,5435,54,128,95,95,40048
errol_mclaughlin_jr_000_1_1.pst.138.xls,397,386,783,7,6,13,1,360,5,36,0,0,0,0,0,0,0,0,1,1,397
errol_mclaughlin_jr_000_1_1.pst.144.xls,262,242,530,16,16,32,0,0,9,251,0,0,0,0,0,0,3,7,4,4,288
errol_mclaughlin_jr_000_1_1.pst.150.xls,33,11,55,3,1,4,0,0,3,33,0,0,0,0,0,0,0,0,0,0,44
errol_mclaughlin_jr_000_1_1.pst.152.xls,64,64,128,5,5,10,0,0,2,61,0,0,0,0,0,0,0,0,3,3,64
errol_mclaughlin_jr_000_1_1.pst.17.xls,1891,986,3201,104,71,143,0,0,57,1841,0,0,0,0,0,0,3,6,44,44,2215
errol_mclaughlin_jr_000_1_1.pst.171.xls,38602,38602,77204,23,23,31,0,0,1,20,0,0,0,0,20,38580,0,0,2,2,38602
errol_mclaughlin_jr_000_1_1.pst.173.xls,38614,38614,77228,23,23,31,0,0,1,20,0,0,0,0,20,38592,0,0,2,2,38614
errol_mclaughlin_jr_000_1_1.pst.176.xls,30,30,60,8,8,16,0,0,1,23,0,0,0,0,0,0,0,0,7,7,30
errol_mclaughlin_jr_000_1_1.pst.18.xls,464,200,664,38,17,38,0,0,32,422,0,0,0,0,3,39,0,0,3,3,464
errol_mclaughlin_jr_000_1_1.pst.2.xls,12,12,24,12,12,24,0,0,0,0,0,0,0,0,0,0,0,0,12,12,12
errol_mclaughlin_jr_000_1_1.pst.23.xls,20639,11323,67242,137,81,146,2,226,118,20396,0,0,0,0,0,0,0,0,17,17,55919
errol_mclaughlin_jr_000_1_1.pst.24.xls,20639,11323,67242,137,81,146,2,226,118,20396,0,0,0,0,0,0,0,0,17,17,55919
errol_mclaughlin_jr_000_1_1.pst.279.xls,36,36,72,6,6,12,0,0,6,36,0,0,0,0,0,0,0,0,0,0,36
errol_mclaughlin_jr_000_1_1.pst.283.xls,146,110,256,5,4,6,0,0,5,146,0,0,0,0,0,0,0,0,0,0,146
errol_mclaughlin_jr_000_1_1.pst.287.xls,26,26,52,4,4,8,0,0,1,23,0,0,0,0,0,0,0,0,3,3,26
errol_mclaughlin_jr_000_1_1.pst.288.xls,35,26,61,5,4,9,0,0,3,25,0,0,0,0,1,9,0,0,1,1,35
errol_mclaughlin_jr_000_1_1.pst.293.xls,35,26,61,5,4,9,0,0,3,25,0,0,0,0,1,9,0,0,1,1,35
errol_mclaughlin_jr_000_1_1.pst.296.xls,40,20,60,12,11,22,0,0,12,40,0,0,0,0,0,0,0,0,0,0,40
errol_mclaughlin_jr_000_1_1.pst.297.xls,165,165,330,15,15,30,0,0,15,165,0,0,0,0,0,0,0,0,0,0,165
