,execution_type,mean_percent (%),max_percent (%),mean_time (s),max_time (s)
0,NoShare-Nonuniform,1.5317896014155261,14.275191216644842,0.06731672073161801,0.6923753243897081
1,NoShare-Uniform,0.19741453960661434,4.737948950558744,0.004787500000000003,0.11490000000000007
2,Share-Uniform,0.0,0.0,0.0,0.0
3,iShare (w/ unshare),0.0,0.0,0.0,0.0
