Spreadsheet name,Total edges,Total formulae,Total nodes,TACO edges,TACO formulae,TACO nodes,Type0 edges,Type0 uncompressed edges,Type1 edges,Type1 uncompressed edges,Type2 edges,Type2 uncompressed edges,Type3 edges,Type3 uncompressed edges,Type4 edges,Type4 uncompressed edges,Type5 edges,Type5 uncompressed edges,Notype edges,Notype nodes,Deduplicated Edges
robert_badeer_000_1_1.pst.111.xls,18,16,34,6,4,8,0,0,1,13,0,0,0,0,0,0,0,0,5,5,18
robert_badeer_000_1_1.pst.113.xls,18,16,34,6,4,8,0,0,1,13,0,0,0,0,0,0,0,0,5,5,18
robert_badeer_000_1_1.pst.115.xls,18,16,34,6,4,8,0,0,1,13,0,0,0,0,0,0,0,0,5,5,18
robert_badeer_000_1_1.pst.118.xls,18,16,34,6,4,8,0,0,1,13,0,0,0,0,0,0,0,0,5,5,18
robert_badeer_000_1_1.pst.119.xls,18,16,34,6,4,8,0,0,1,13,0,0,0,0,0,0,0,0,5,5,18
robert_badeer_000_1_1.pst.120.xls,18,16,34,6,4,8,0,0,1,13,0,0,0,0,0,0,0,0,5,5,18
robert_badeer_000_1_1.pst.121.xls,18,16,34,6,4,8,0,0,1,13,0,0,0,0,0,0,0,0,5,5,18
robert_badeer_000_1_1.pst.122.xls,18,16,34,6,4,8,0,0,1,13,0,0,0,0,0,0,0,0,5,5,18
robert_badeer_000_1_1.pst.123.xls,18,16,34,6,4,8,0,0,1,13,0,0,0,0,0,0,0,0,5,5,18
robert_badeer_000_1_1.pst.125.xls,18,16,34,6,4,8,0,0,1,13,0,0,0,0,0,0,0,0,5,5,18
robert_badeer_000_1_1.pst.126.xls,18,16,34,6,4,8,0,0,1,13,0,0,0,0,0,0,0,0,5,5,18
robert_badeer_000_1_1.pst.127.xls,18,16,34,6,4,8,0,0,1,13,0,0,0,0,0,0,0,0,5,5,18
robert_badeer_000_1_1.pst.128.xls,18,16,34,6,4,8,0,0,1,13,0,0,0,0,0,0,0,0,5,5,18
robert_badeer_000_1_1.pst.129.xls,18,16,34,6,4,8,0,0,1,13,0,0,0,0,0,0,0,0,5,5,18
robert_badeer_000_1_1.pst.130.xls,18,16,34,6,4,8,0,0,1,13,0,0,0,0,0,0,0,0,5,5,18
robert_badeer_000_1_1.pst.131.xls,18,16,34,6,4,8,0,0,1,13,0,0,0,0,0,0,0,0,5,5,18
robert_badeer_000_1_1.pst.132.xls,18,16,34,6,4,8,0,0,1,13,0,0,0,0,0,0,0,0,5,5,18
robert_badeer_000_1_1.pst.133.xls,18,16,34,6,4,8,0,0,1,13,0,0,0,0,0,0,0,0,5,5,18
robert_badeer_000_1_1.pst.138.xls,11,11,22,8,8,16,0,0,0,0,0,0,0,0,0,0,2,5,6,6,11
robert_badeer_000_1_1.pst.139.xls,18,16,34,6,4,8,0,0,1,13,0,0,0,0,0,0,0,0,5,5,18
robert_badeer_000_1_1.pst.140.xls,92,92,184,4,4,8,4,92,0,0,0,0,0,0,0,0,0,0,0,0,92
robert_badeer_000_1_1.pst.142.xls,18,16,34,6,4,8,0,0,1,13,0,0,0,0,0,0,0,0,5,5,18
robert_badeer_000_1_1.pst.145.xls,54,27,81,2,1,3,0,0,2,54,0,0,0,0,0,0,0,0,0,0,54
robert_badeer_000_1_1.pst.39.xls,233,106,339,37,31,68,9,44,17,156,0,0,0,0,6,12,0,0,5,5,217
robert_badeer_000_1_1.pst.42.xls,18,16,34,6,4,8,0,0,1,13,0,0,0,0,0,0,0,0,5,5,18
robert_badeer_000_1_1.pst.46.xls,18,16,34,6,4,8,0,0,1,13,0,0,0,0,0,0,0,0,5,5,18
robin_rodrigue_000_1_1.pst.100.xls,589,436,1025,148,132,259,0,0,75,478,0,0,0,0,12,24,26,52,35,35,589
robin_rodrigue_000_1_1.pst.109.xls,218,139,357,70,41,95,0,0,49,185,0,0,0,0,12,24,0,0,9,9,218
robin_rodrigue_000_1_1.pst.11.xls,45350,22675,68025,8,5,11,0,0,8,36280,0,0,0,0,0,0,0,0,0,0,36280
robin_rodrigue_000_1_1.pst.110.xls,45,32,77,11,8,16,0,0,5,39,0,0,0,0,0,0,0,0,6,6,45
robin_rodrigue_000_1_1.pst.112.xls,3342,2342,5684,9,7,12,2,1839,3,750,0,0,0,0,1,250,0,0,3,3,2842
robin_rodrigue_000_1_1.pst.12.xls,45350,22675,68025,8,5,11,0,0,8,36280,0,0,0,0,0,0,0,0,0,0,36280
robin_rodrigue_000_1_1.pst.127.xls,1647,786,2433,70,33,88,0,0,31,1457,0,0,0,0,6,86,1,2,32,32,1577
robin_rodrigue_000_1_1.pst.13.xls,45350,22675,68025,8,5,11,0,0,8,36280,0,0,0,0,0,0,0,0,0,0,36280
robin_rodrigue_000_1_1.pst.131.xls,32,32,64,2,2,4,0,0,1,31,0,0,0,0,0,0,0,0,1,1,32
robin_rodrigue_000_1_1.pst.133.xls,12759,6693,19452,239,204,337,2,73,201,11767,0,0,0,0,6,601,19,71,11,11,12523
robin_rodrigue_000_1_1.pst.134.xls,1723,828,2551,36,20,42,0,0,27,1571,0,0,0,0,6,83,0,0,3,3,1657
robin_rodrigue_000_1_1.pst.136.xls,1847,923,2770,35,20,41,0,0,27,1752,0,0,0,0,5,17,0,0,3,3,1772
robin_rodrigue_000_1_1.pst.137.xls,153450,67701,221151,35,18,31,0,0,33,139909,0,0,0,0,0,0,0,0,2,2,139911
robin_rodrigue_000_1_1.pst.140.xls,1184,592,1776,23,12,23,0,0,23,1130,0,0,0,0,0,0,0,0,0,0,1130
robin_rodrigue_000_1_1.pst.146.xls,1184,592,1776,23,12,23,0,0,23,1130,0,0,0,0,0,0,0,0,0,0,1130
robin_rodrigue_000_1_1.pst.148.xls,145414,63621,209035,33,17,28,0,0,31,131780,0,0,0,0,0,0,0,0,2,2,131782
robin_rodrigue_000_1_1.pst.15.xls,44960,22480,67440,8,5,11,0,0,8,35968,0,0,0,0,0,0,0,0,0,0,35968
robin_rodrigue_000_1_1.pst.151.xls,136590,59189,195779,27,13,21,0,0,27,122931,0,0,0,0,0,0,0,0,0,0,122931
robin_rodrigue_000_1_1.pst.152.xls,179,97,276,44,36,79,0,0,33,165,0,0,0,0,0,0,0,0,11,11,176
robin_rodrigue_000_1_1.pst.157.xls,45120,22560,67680,8,5,11,0,0,8,36096,0,0,0,0,0,0,0,0,0,0,36096
robin_rodrigue_000_1_1.pst.159.xls,45120,22560,67680,8,5,11,0,0,8,36096,0,0,0,0,0,0,0,0,0,0,36096
robin_rodrigue_000_1_1.pst.164.xls,56,31,87,48,25,69,0,0,4,12,0,0,0,0,0,0,0,0,44,44,56
robin_rodrigue_000_1_1.pst.166.xls,45470,22735,68205,8,5,11,0,0,8,36376,0,0,0,0,0,0,0,0,0,0,36376
robin_rodrigue_000_1_1.pst.172.xls,1009,506,1515,34,20,40,0,0,26,962,0,0,0,0,4,13,0,0,4,4,979
robin_rodrigue_000_1_1.pst.175.xls,789,396,1185,34,20,40,0,0,26,753,0,0,0,0,4,13,0,0,4,4,770
robin_rodrigue_000_1_1.pst.177.xls,55,45,100,39,37,72,0,0,0,0,0,0,0,0,0,0,4,20,35,35,55
robin_rodrigue_000_1_1.pst.178.xls,1546,523,2069,737,342,764,0,0,231,951,0,0,0,0,16,32,72,144,418,418,1545
robin_rodrigue_000_1_1.pst.179.xls,55,45,100,39,37,72,0,0,0,0,0,0,0,0,0,0,4,20,35,35,55
robin_rodrigue_000_1_1.pst.180.xls,1546,523,2069,737,342,764,0,0,231,951,0,0,0,0,16,32,72,144,418,418,1545
robin_rodrigue_000_1_1.pst.181.xls,55,45,100,39,37,72,0,0,0,0,0,0,0,0,0,0,4,20,35,35,55
robin_rodrigue_000_1_1.pst.182.xls,1546,523,2069,737,342,764,0,0,231,951,0,0,0,0,16,32,72,144,418,418,1545
robin_rodrigue_000_1_1.pst.183.xls,55,45,100,39,37,72,0,0,0,0,0,0,0,0,0,0,4,20,35,35,55
robin_rodrigue_000_1_1.pst.184.xls,1546,523,2069,737,342,764,0,0,231,951,0,0,0,0,16,32,72,144,418,418,1545
robin_rodrigue_000_1_1.pst.185.xls,55,45,100,39,37,72,0,0,0,0,0,0,0,0,0,0,4,20,35,35,55
robin_rodrigue_000_1_1.pst.186.xls,1546,523,2069,737,342,764,0,0,231,951,0,0,0,0,16,32,72,144,418,418,1545
robin_rodrigue_000_1_1.pst.198.xls,45,32,77,11,8,16,0,0,5,39,0,0,0,0,0,0,0,0,6,6,45
robin_rodrigue_000_1_1.pst.199.xls,21413,12320,33733,104,71,143,1,61,19,21203,0,0,0,0,4,68,0,0,80,80,21412
robin_rodrigue_000_1_1.pst.2.xls,260,130,390,19,10,17,0,0,19,247,0,0,0,0,0,0,0,0,0,0,247
robin_rodrigue_000_1_1.pst.201.xls,462,232,694,8,5,13,0,0,6,458,0,0,0,0,0,0,2,4,0,0,462
robin_rodrigue_000_1_1.pst.202.xls,74,74,148,9,9,18,0,0,8,73,0,0,0,0,0,0,0,0,1,1,74
robin_rodrigue_000_1_1.pst.204.xls,453,399,852,93,75,166,0,0,3,363,0,0,0,0,0,0,0,0,90,90,453
robin_rodrigue_000_1_1.pst.220.xls,586,439,1025,141,127,246,0,0,71,479,0,0,0,0,12,24,25,50,33,33,586
robin_rodrigue_000_1_1.pst.266.xls,95574,42181,137755,31,15,25,0,0,31,87165,0,0,0,0,0,0,0,0,0,0,87165
robin_rodrigue_000_1_1.pst.270.xls,154956,68380,223336,34,17,30,0,0,32,141286,0,0,0,0,0,0,0,0,2,2,141288
robin_rodrigue_000_1_1.pst.3.xls,260,130,390,19,10,17,0,0,19,247,0,0,0,0,0,0,0,0,0,0,247
robin_rodrigue_001_1_1.pst.3.xls,145414,63621,209035,33,17,28,0,0,31,131780,0,0,0,0,0,0,0,0,2,2,131782
ryan_slinger_000_1_1.pst.0.xls,691,521,1212,39,33,65,0,0,30,670,0,0,0,0,6,18,0,0,3,3,691
ryan_slinger_000_1_1.pst.1.xls,827,623,1450,43,37,72,0,0,29,800,0,0,0,0,7,20,0,0,7,7,827
ryan_slinger_000_1_1.pst.10.xls,700,525,1225,52,42,82,0,0,43,678,0,0,0,0,6,18,1,2,2,2,700
ryan_slinger_000_1_1.pst.11.xls,52,26,78,4,2,5,0,0,4,52,0,0,0,0,0,0,0,0,0,0,52
ryan_slinger_000_1_1.pst.12.xls,722,543,1265,50,43,83,0,0,37,697,0,0,0,0,6,18,0,0,7,7,722
ryan_slinger_000_1_1.pst.14.xls,30,21,51,14,9,17,0,0,0,0,0,0,0,0,8,24,0,0,6,6,30
ryan_slinger_000_1_1.pst.2.xls,827,623,1450,43,37,72,0,0,29,800,0,0,0,0,7,20,0,0,7,7,827
ryan_slinger_000_1_1.pst.3.xls,763,575,1338,46,38,75,0,0,37,742,0,0,0,0,6,18,0,0,3,3,763
ryan_slinger_000_1_1.pst.4.xls,712,536,1248,46,38,74,0,0,35,688,0,0,0,0,6,18,1,2,4,4,712
ryan_slinger_000_1_1.pst.5.xls,690,519,1209,40,33,65,0,0,34,672,0,0,0,0,6,18,0,0,0,0,690
ryan_slinger_000_1_1.pst.7.xls,670,504,1174,46,38,72,0,0,37,649,0,0,0,0,6,18,0,0,3,3,670
sally_beck_000_1_1_1_1.pst.103.xls,465,183,648,237,96,237,0,0,150,300,0,0,0,0,78,156,0,0,9,9,465
sally_beck_000_1_1_1_1.pst.106.xls,4798,2399,7197,2,1,3,0,0,2,4798,0,0,0,0,0,0,0,0,0,0,4798
sally_beck_000_1_1_1_1.pst.113.xls,290,252,542,4,4,8,1,11,3,279,0,0,0,0,0,0,0,0,0,0,290
sally_beck_000_1_1_1_1.pst.12.xls,40,40,80,32,32,64,0,0,0,0,0,0,0,0,0,0,6,14,26,26,40
sally_beck_000_1_1_1_1.pst.122.xls,66,66,132,7,7,14,7,66,0,0,0,0,0,0,0,0,0,0,0,0,66
sally_beck_000_1_1_1_1.pst.125.xls,63,63,126,2,2,4,2,63,0,0,0,0,0,0,0,0,0,0,0,0,63
sally_beck_000_1_1_1_1.pst.13.xls,217,116,333,12,8,20,0,0,10,215,0,0,0,0,0,0,0,0,2,2,217
sally_beck_000_1_1_1_1.pst.134.xls,462,363,825,139,118,239,1,3,95,400,0,0,0,0,4,8,4,8,35,35,454
sally_beck_000_1_1_1_1.pst.136.xls,1040,798,1838,142,121,177,2,16,124,984,0,0,0,0,0,0,0,0,16,16,1016
sally_beck_000_1_1_1_1.pst.137.xls,228,207,435,53,44,66,1,11,35,187,0,0,0,0,5,17,1,2,11,11,228
sally_beck_000_1_1_1_1.pst.138.xls,36,36,72,12,12,24,0,0,8,32,0,0,0,0,0,0,0,0,4,4,36
sally_beck_000_1_1_1_1.pst.150.xls,63,63,126,2,2,4,2,63,0,0,0,0,0,0,0,0,0,0,0,0,63
sally_beck_000_1_1_1_1.pst.17.xls,6648,2035,8683,1840,854,1452,0,0,776,3163,0,0,0,0,556,2496,145,375,363,363,6397
sally_beck_000_1_1_1_1.pst.176.xls,246,107,353,246,107,185,0,0,0,0,0,0,0,0,0,0,0,0,246,246,246
sally_beck_000_1_1_1_1.pst.177.xls,636,255,891,133,72,159,0,0,78,460,0,0,0,0,37,155,0,0,18,18,633
sally_beck_000_1_1_1_1.pst.18.xls,2441,986,3427,705,342,978,0,0,378,2058,0,0,0,0,0,0,56,112,271,271,2441
sally_beck_000_1_1_1_1.pst.180.xls,3276,1639,4915,58,30,86,0,0,48,3264,0,0,0,0,0,0,2,4,8,8,3276
sally_beck_000_1_1_1_1.pst.181.xls,45,27,72,9,6,11,0,0,8,44,0,0,0,0,0,0,0,0,1,1,45
sally_beck_000_1_1_1_1.pst.183.xls,246,107,353,246,107,185,0,0,0,0,0,0,0,0,0,0,0,0,246,246,246
sally_beck_000_1_1_1_1.pst.184.xls,636,255,891,130,66,152,0,0,77,458,0,0,0,0,36,159,0,0,17,17,634
sally_beck_000_1_1_1_1.pst.19.xls,681,267,948,527,268,529,0,0,99,198,0,0,0,0,13,26,12,24,403,403,651
sally_beck_000_1_1_1_1.pst.197.xls,66,65,131,66,65,114,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66
sally_beck_000_1_1_1_1.pst.199.xls,66,65,131,66,65,114,0,0,0,0,0,0,0,0,0,0,0,0,66,66,66
sally_beck_000_1_1_1_1.pst.203.xls,298,298,596,131,131,262,0,0,109,218,0,0,0,0,4,8,18,72,0,0,298
sally_beck_000_1_1_1_1.pst.212.xls,465,183,648,237,96,237,0,0,150,300,0,0,0,0,78,156,0,0,9,9,465
sally_beck_000_1_1_1_1.pst.217.xls,432,212,644,85,54,104,0,0,51,326,0,0,0,0,20,88,1,2,13,13,429
sally_beck_000_1_1_1_1.pst.218.xls,246,107,353,246,107,185,0,0,0,0,0,0,0,0,0,0,0,0,246,246,246
sally_beck_000_1_1_1_1.pst.22.xls,678,268,946,528,269,530,0,0,99,198,0,0,0,0,13,26,12,24,404,404,652
sally_beck_000_1_1_1_1.pst.222.xls,442,218,660,88,56,109,0,0,54,344,0,0,0,0,20,74,1,2,13,13,433
sally_beck_000_1_1_1_1.pst.223.xls,246,107,353,246,107,185,0,0,0,0,0,0,0,0,0,0,0,0,246,246,246
sally_beck_000_1_1_1_1.pst.224.xls,154,108,262,79,53,115,0,0,24,97,0,0,0,0,0,0,2,4,53,53,154
sally_beck_000_1_1_1_1.pst.225.xls,29,11,40,5,3,8,0,0,3,27,0,0,0,0,0,0,0,0,2,2,29
sally_beck_000_1_1_1_1.pst.227.xls,499,395,894,150,127,257,1,3,102,433,0,0,0,0,4,8,4,8,39,39,491
sally_beck_000_1_1_1_1.pst.228.xls,499,395,894,150,127,257,1,3,102,433,0,0,0,0,4,8,4,8,39,39,491
sally_beck_000_1_1_1_1.pst.229.xls,83,38,121,24,14,38,0,0,4,38,0,0,0,0,0,0,18,36,2,2,76
sally_beck_000_1_1_1_1.pst.23.xls,2267,935,3202,664,325,920,0,0,342,1889,0,0,0,0,0,0,56,112,266,266,2267
sally_beck_000_1_1_1_1.pst.230.xls,442,218,660,85,52,102,0,0,51,336,0,0,0,0,18,86,1,2,15,15,439
sally_beck_000_1_1_1_1.pst.231.xls,246,107,353,246,107,185,0,0,0,0,0,0,0,0,0,0,0,0,246,246,246
sally_beck_000_1_1_1_1.pst.232.xls,273,156,429,105,69,153,18,45,63,204,0,0,0,0,0,0,0,0,24,24,273
sally_beck_000_1_1_1_1.pst.234.xls,285,156,441,114,72,162,18,36,69,216,0,0,0,0,0,0,6,12,21,21,285
sally_beck_000_1_1_1_1.pst.236.xls,499,395,894,150,127,257,1,3,102,433,0,0,0,0,4,8,4,8,39,39,491
sally_beck_000_1_1_1_1.pst.237.xls,499,395,894,150,127,257,1,3,102,433,0,0,0,0,4,8,4,8,39,39,491
sally_beck_000_1_1_1_1.pst.239.xls,499,395,894,150,127,257,1,3,102,433,0,0,0,0,4,8,4,8,39,39,491
sally_beck_000_1_1_1_1.pst.24.xls,6643,2030,8673,1847,857,1449,0,0,783,3179,0,0,0,0,552,2481,141,367,371,371,6398
sally_beck_000_1_1_1_1.pst.240.xls,628,305,933,141,71,207,0,0,75,538,0,0,0,0,0,0,24,48,42,42,628
sally_beck_000_1_1_1_1.pst.241.xls,272,117,389,272,117,203,0,0,0,0,0,0,0,0,0,0,0,0,272,272,272
sally_beck_000_1_1_1_1.pst.242.xls,442,218,660,82,50,101,0,0,50,335,0,0,0,0,18,89,1,2,13,13,439
sally_beck_000_1_1_1_1.pst.244.xls,211,116,327,75,46,108,0,0,57,190,0,0,0,0,0,0,3,6,15,15,211
sally_beck_000_1_1_1_1.pst.247.xls,499,395,894,150,127,257,1,3,102,433,0,0,0,0,4,8,4,8,39,39,491
sally_beck_000_1_1_1_1.pst.251.xls,7161,1463,8624,94,22,39,2,76,91,7007,0,0,0,0,0,0,0,0,1,1,7084
sally_beck_000_1_1_1_1.pst.253.xls,543,417,960,160,139,279,1,3,116,481,0,0,0,0,4,8,4,8,35,35,535
sally_beck_000_1_1_1_1.pst.254.xls,38,23,61,9,6,11,0,0,8,37,0,0,0,0,0,0,0,0,1,1,38
sally_beck_000_1_1_1_1.pst.255.xls,543,417,960,160,139,279,1,3,116,481,0,0,0,0,4,8,4,8,35,35,535
sally_beck_000_1_1_1_1.pst.256.xls,739,577,1316,208,186,370,1,3,163,676,0,0,0,0,4,8,4,8,36,36,731
sally_beck_000_1_1_1_1.pst.259.xls,441,217,658,86,55,106,0,0,53,343,0,0,0,0,21,75,1,2,11,11,431
sally_beck_000_1_1_1_1.pst.26.xls,422,327,749,131,110,223,1,3,87,360,0,0,0,0,4,8,4,8,35,35,414
sally_beck_000_1_1_1_1.pst.260.xls,280,121,401,280,121,211,0,0,0,0,0,0,0,0,0,0,0,0,280,280,280
sally_beck_000_1_1_1_1.pst.261.xls,640,312,952,153,78,221,0,0,75,538,0,0,0,0,0,0,24,48,54,54,640
sally_beck_000_1_1_1_1.pst.263.xls,442,218,660,88,56,109,0,0,54,344,0,0,0,0,20,74,1,2,13,13,433
sally_beck_000_1_1_1_1.pst.264.xls,280,121,401,280,121,211,0,0,0,0,0,0,0,0,0,0,0,0,280,280,280
sally_beck_000_1_1_1_1.pst.265.xls,652,319,971,160,80,229,0,0,80,548,0,0,0,0,0,0,24,48,56,56,652
sally_beck_000_1_1_1_1.pst.266.xls,300,132,432,300,132,232,0,0,0,0,0,0,0,0,0,0,0,0,300,300,300
sally_beck_000_1_1_1_1.pst.267.xls,442,218,660,88,56,109,0,0,54,344,0,0,0,0,20,74,1,2,13,13,433
sally_beck_000_1_1_1_1.pst.268.xls,666,328,994,169,84,240,0,0,80,553,0,0,0,0,0,0,24,48,65,65,666
sally_beck_000_1_1_1_1.pst.269.xls,15,9,24,15,9,21,0,0,0,0,0,0,0,0,0,0,0,0,15,15,15
sally_beck_000_1_1_1_1.pst.27.xls,25,25,50,8,8,14,3,19,1,2,0,0,0,0,0,0,0,0,4,4,25
sally_beck_000_1_1_1_1.pst.270.xls,671,333,1004,169,84,240,0,0,80,558,0,0,0,0,0,0,24,48,65,65,671
sally_beck_000_1_1_1_1.pst.271.xls,300,132,432,300,132,232,0,0,0,0,0,0,0,0,0,0,0,0,300,300,300
sally_beck_000_1_1_1_1.pst.272.xls,441,217,658,83,52,103,0,0,51,337,0,0,0,0,20,87,1,2,11,11,437
sally_beck_000_1_1_1_1.pst.280.xls,465,183,648,237,96,237,0,0,150,300,0,0,0,0,78,156,0,0,9,9,465
sally_beck_000_1_1_1_1.pst.287.xls,911,399,1310,213,98,298,0,0,124,798,0,0,0,0,0,0,24,48,65,65,911
sally_beck_000_1_1_1_1.pst.295.xls,166,90,256,58,36,79,0,0,22,126,0,0,0,0,0,0,4,8,32,32,166
sally_beck_000_1_1_1_1.pst.296.xls,1229,497,1726,323,161,468,0,0,154,956,0,0,0,0,0,0,104,208,65,65,1229
sally_beck_000_1_1_1_1.pst.297.xls,254,205,459,178,136,241,0,0,44,118,0,0,0,0,0,0,2,4,132,132,254
sally_beck_000_1_1_1_1.pst.298.xls,495,254,749,97,59,121,0,0,60,381,0,0,0,0,19,91,2,5,16,16,493
sally_beck_000_1_1_1_1.pst.299.xls,300,132,432,300,132,232,0,0,0,0,0,0,0,0,0,0,0,0,300,300,300
sally_beck_000_1_1_1_1.pst.305.xls,465,183,648,237,96,237,0,0,150,300,0,0,0,0,78,156,0,0,9,9,465
sally_beck_000_1_1_1_1.pst.306.xls,197,196,393,197,196,341,0,0,0,0,0,0,0,0,0,0,0,0,197,197,197
sally_beck_000_1_1_1_1.pst.307.xls,493,253,746,99,64,125,0,0,63,388,0,0,0,0,20,80,2,5,14,14,487
sally_beck_000_1_1_1_1.pst.308.xls,300,132,432,300,132,232,0,0,0,0,0,0,0,0,0,0,0,0,300,300,300
sally_beck_000_1_1_1_1.pst.311.xls,7933,1527,9460,176,38,79,1,81,103,7700,0,0,0,0,0,0,0,0,72,72,7853
sally_beck_000_1_1_1_1.pst.318.xls,70,70,140,2,2,4,0,0,2,70,0,0,0,0,0,0,0,0,0,0,70
sally_beck_000_1_1_1_1.pst.34.xls,25,25,50,8,8,14,3,19,1,2,0,0,0,0,0,0,0,0,4,4,25
sally_beck_000_1_1_1_1.pst.342.xls,621,237,858,477,237,491,0,0,92,184,0,0,0,0,12,24,12,24,361,361,593
sally_beck_000_1_1_1_1.pst.343.xls,2253,902,3155,654,317,905,0,0,351,1898,0,0,0,0,0,0,52,104,251,251,2253
sally_beck_000_1_1_1_1.pst.344.xls,6587,2016,8603,1777,802,1368,0,0,734,3071,0,0,0,0,548,2569,140,365,355,355,6360
sally_beck_000_1_1_1_1.pst.35.xls,25,25,50,8,8,14,3,19,1,2,0,0,0,0,0,0,0,0,4,4,25
sally_beck_000_1_1_1_1.pst.378.xls,465,183,648,237,96,237,0,0,150,300,0,0,0,0,78,156,0,0,9,9,465
sally_beck_000_1_1_1_1.pst.385.xls,6854,2113,8967,1846,842,1451,0,0,790,3275,0,0,0,0,558,2601,152,388,346,346,6610
sally_beck_000_1_1_1_1.pst.386.xls,631,283,914,519,284,565,0,0,85,170,0,0,0,0,13,26,12,24,409,409,629
sally_beck_000_1_1_1_1.pst.387.xls,1542,745,2287,478,269,690,14,168,196,1064,0,0,0,0,0,0,42,84,226,226,1542
sally_beck_000_1_1_1_1.pst.389.xls,25,25,50,8,8,14,3,19,1,2,0,0,0,0,0,0,0,0,4,4,25
sally_beck_000_1_1_1_1.pst.394.xls,487,205,692,167,91,233,0,0,67,310,0,0,0,0,18,86,8,16,74,74,486
sally_beck_000_1_1_1_1.pst.399.xls,96,24,120,5,5,10,0,0,2,28,0,0,0,0,0,0,1,2,2,2,32
sally_beck_000_1_1_1_1.pst.402.xls,465,183,648,237,96,237,0,0,150,300,0,0,0,0,78,156,0,0,9,9,465
sally_beck_000_1_1_1_1.pst.406.xls,309,149,458,131,56,152,2,4,52,218,0,0,0,0,2,4,8,16,67,67,309
sally_beck_000_1_1_1_1.pst.409.xls,90,90,180,11,11,22,8,87,0,0,0,0,0,0,0,0,0,0,3,3,90
sally_beck_000_1_1_1_1.pst.414.xls,465,183,648,237,96,237,0,0,150,300,0,0,0,0,78,156,0,0,9,9,465
sally_beck_000_1_1_1_1.pst.423.xls,18,9,27,6,3,9,0,0,2,12,0,0,0,0,0,0,2,4,2,2,18
sally_beck_000_1_1_1_1.pst.425.xls,20,10,30,4,2,6,0,0,4,20,0,0,0,0,0,0,0,0,0,0,20
sally_beck_000_1_1_1_1.pst.426.xls,447,65,512,44,19,46,0,0,27,264,0,0,0,0,11,172,0,0,6,6,442
sally_beck_000_1_1_1_1.pst.429.xls,465,183,648,237,96,237,0,0,150,300,0,0,0,0,78,156,0,0,9,9,465
sally_beck_000_1_1_1_1.pst.430.xls,44,11,55,3,1,4,0,0,3,33,0,0,0,0,0,0,0,0,0,0,33
sally_beck_000_1_1_1_1.pst.431.xls,629,282,911,33,18,37,0,0,17,415,0,0,0,0,10,205,3,6,3,3,629
sally_beck_000_1_1_1_1.pst.433.xls,37,37,74,37,37,74,0,0,0,0,0,0,0,0,0,0,0,0,37,37,37
sally_beck_000_1_1_1_1.pst.435.xls,845,378,1223,33,14,33,0,0,20,565,0,0,0,0,12,279,0,0,1,1,845
sally_beck_000_1_1_1_1.pst.490.xls,38,38,76,38,38,71,0,0,0,0,0,0,0,0,0,0,0,0,38,38,38
sally_beck_000_1_1_1_1.pst.577.xls,123776,58809,182585,222,155,311,0,0,187,123741,0,0,0,0,0,0,0,0,35,35,123776
sally_beck_000_1_2_1.pst.14.xls,563,505,1068,289,250,327,0,0,98,344,0,0,0,0,0,0,9,18,182,182,544
sally_beck_000_1_2_1.pst.22.xls,39,39,78,9,9,18,0,0,4,34,0,0,0,0,0,0,0,0,5,5,39
sally_beck_000_1_2_1.pst.24.xls,9190,4340,13530,3229,1487,3631,2,4,424,3818,0,0,0,0,225,2701,37,106,2541,2541,9170
sally_beck_000_1_2_1.pst.25.xls,55,45,100,10,9,18,0,0,5,50,0,0,0,0,0,0,0,0,5,5,55
sally_beck_000_1_2_1.pst.44.xls,152,152,304,1,1,2,1,152,0,0,0,0,0,0,0,0,0,0,0,0,152
sally_beck_000_1_2_1.pst.46.xls,240,134,374,83,45,104,0,0,48,205,0,0,0,0,0,0,0,0,35,35,240
sally_beck_000_1_2_1.pst.47.xls,153,153,306,1,1,2,1,153,0,0,0,0,0,0,0,0,0,0,0,0,153
sally_beck_000_1_2_1.pst.48.xls,156,156,312,1,1,2,1,156,0,0,0,0,0,0,0,0,0,0,0,0,156
sally_beck_000_1_2_1.pst.49.xls,159,159,318,1,1,2,1,159,0,0,0,0,0,0,0,0,0,0,0,0,159
sally_beck_000_1_2_1.pst.5.xls,623,565,1188,195,175,228,0,0,60,450,0,0,0,0,0,0,19,38,116,116,604
sally_beck_000_1_2_1.pst.50.xls,315,193,508,119,65,150,0,0,51,246,0,0,0,0,0,0,1,2,67,67,315
sally_beck_000_1_2_1.pst.504.xls,19,10,29,3,2,4,0,0,2,18,0,0,0,0,0,0,0,0,1,1,19
sally_beck_000_1_2_1.pst.51.xls,315,193,508,124,66,158,0,0,51,241,0,0,0,0,0,0,1,2,72,72,315
sally_beck_000_1_2_1.pst.52.xls,326,198,524,126,66,155,0,0,52,252,0,0,0,0,0,0,0,0,74,74,326
sally_beck_000_1_2_1.pst.54.xls,48,24,72,20,10,30,0,0,18,44,0,0,0,0,0,0,2,4,0,0,48
sally_beck_000_1_2_1.pst.6.xls,200,120,320,200,120,220,0,0,0,0,0,0,0,0,0,0,0,0,200,200,200
sally_beck_000_1_2_1.pst.66.xls,11,10,21,11,10,21,0,0,0,0,0,0,0,0,0,0,0,0,11,11,11
