Spreadsheet name,Total edges,Total formulae,Total nodes,TACO edges,TACO formulae,TACO nodes,Type0 edges,Type0 uncompressed edges,Type1 edges,Type1 uncompressed edges,Type2 edges,Type2 uncompressed edges,Type3 edges,Type3 uncompressed edges,Type4 edges,Type4 uncompressed edges,Type5 edges,Type5 uncompressed edges,Notype edges,Notype nodes,Deduplicated Edges
darrell_schoolcraft_000_1_1_1.pst.155.xls,1219,466,1685,138,86,202,5,32,65,1117,0,0,0,0,0,0,2,4,66,66,1219
darrell_schoolcraft_000_1_1_1.pst.156.xls,50,26,76,4,3,7,0,0,2,48,0,0,0,0,0,0,0,0,2,2,50
darrell_schoolcraft_000_1_1_1.pst.158.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.159.xls,2380,1581,3961,119,102,187,51,748,51,1224,0,0,0,0,17,408,0,0,0,0,2380
darrell_schoolcraft_000_1_1_1.pst.160.xls,574,507,1081,79,68,130,18,84,22,451,0,0,0,0,0,0,0,0,39,39,574
darrell_schoolcraft_000_1_1_1.pst.162.xls,1219,466,1685,138,86,202,5,32,65,1117,0,0,0,0,0,0,2,4,66,66,1219
darrell_schoolcraft_000_1_1_1.pst.164.xls,574,507,1081,79,68,130,18,84,22,451,0,0,0,0,0,0,0,0,39,39,574
darrell_schoolcraft_000_1_1_1.pst.167.xls,2800,1860,4660,140,120,220,60,880,60,1440,0,0,0,0,20,480,0,0,0,0,2800
darrell_schoolcraft_000_1_1_1.pst.169.xls,574,507,1081,79,68,130,18,84,22,451,0,0,0,0,0,0,0,0,39,39,574
darrell_schoolcraft_000_1_1_1.pst.170.xls,574,507,1081,79,68,130,18,84,22,451,0,0,0,0,0,0,0,0,39,39,574
darrell_schoolcraft_000_1_1_1.pst.176.xls,574,507,1081,79,68,130,18,84,22,451,0,0,0,0,0,0,0,0,39,39,574
darrell_schoolcraft_000_1_1_1.pst.177.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.180.xls,2940,1953,4893,147,126,231,63,924,63,1512,0,0,0,0,21,504,0,0,0,0,2940
darrell_schoolcraft_000_1_1_1.pst.184.xls,2940,1953,4893,147,126,231,63,924,63,1512,0,0,0,0,21,504,0,0,0,0,2940
darrell_schoolcraft_000_1_1_1.pst.186.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.188.xls,1097,972,2069,132,119,227,31,138,44,902,0,0,0,0,0,0,0,0,57,57,1097
darrell_schoolcraft_000_1_1_1.pst.189.xls,3080,2046,5126,154,132,242,66,968,66,1584,0,0,0,0,22,528,0,0,0,0,3080
darrell_schoolcraft_000_1_1_1.pst.199.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.201.xls,1097,972,2069,132,119,227,31,138,44,902,0,0,0,0,0,0,0,0,57,57,1097
darrell_schoolcraft_000_1_1_1.pst.204.xls,3220,2139,5359,161,138,253,69,1012,69,1656,0,0,0,0,23,552,0,0,0,0,3220
darrell_schoolcraft_000_1_1_1.pst.207.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.208.xls,140,93,233,7,6,11,3,44,3,72,0,0,0,0,1,24,0,0,0,0,140
darrell_schoolcraft_000_1_1_1.pst.212.xls,1097,972,2069,132,119,227,31,138,44,902,0,0,0,0,0,0,0,0,57,57,1097
darrell_schoolcraft_000_1_1_1.pst.213.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.214.xls,76,42,118,24,14,35,0,0,10,32,0,0,0,0,0,0,9,39,5,5,76
darrell_schoolcraft_000_1_1_1.pst.215.xls,280,186,466,14,12,22,6,88,6,144,0,0,0,0,2,48,0,0,0,0,280
darrell_schoolcraft_000_1_1_1.pst.219.xls,20665,7194,27859,1024,858,1565,22,652,507,10583,0,0,0,0,60,120,63,145,372,372,11872
darrell_schoolcraft_000_1_1_1.pst.220.xls,1215,464,1679,136,85,199,5,32,65,1117,0,0,0,0,0,0,0,0,66,66,1215
darrell_schoolcraft_000_1_1_1.pst.224.xls,1097,972,2069,132,119,227,31,138,44,902,0,0,0,0,0,0,0,0,57,57,1097
darrell_schoolcraft_000_1_1_1.pst.226.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.227.xls,1099,973,2072,134,120,230,31,138,44,902,0,0,0,0,0,0,0,0,59,59,1099
darrell_schoolcraft_000_1_1_1.pst.229.xls,420,279,699,21,18,33,9,132,9,216,0,0,0,0,3,72,0,0,0,0,420
darrell_schoolcraft_000_1_1_1.pst.233.xls,560,372,932,28,24,44,12,176,12,288,0,0,0,0,4,96,0,0,0,0,560
darrell_schoolcraft_000_1_1_1.pst.234.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.238.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.240.xls,1099,973,2072,134,120,230,31,138,44,902,0,0,0,0,0,0,0,0,59,59,1099
darrell_schoolcraft_000_1_1_1.pst.241.xls,700,465,1165,35,30,55,15,220,15,360,0,0,0,0,5,120,0,0,0,0,700
darrell_schoolcraft_000_1_1_1.pst.249.xls,30,16,46,6,5,9,0,0,1,13,0,0,0,0,1,12,0,0,4,4,29
darrell_schoolcraft_000_1_1_1.pst.253.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.261.xls,1215,464,1679,136,85,199,5,32,65,1117,0,0,0,0,0,0,0,0,66,66,1215
darrell_schoolcraft_000_1_1_1.pst.262.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.266.xls,1099,973,2072,134,120,230,31,138,44,902,0,0,0,0,0,0,0,0,59,59,1099
darrell_schoolcraft_000_1_1_1.pst.269.xls,1099,973,2072,134,120,230,31,138,44,902,0,0,0,0,0,0,0,0,59,59,1099
darrell_schoolcraft_000_1_1_1.pst.271.xls,1099,973,2072,134,120,230,31,138,44,902,0,0,0,0,0,0,0,0,59,59,1099
darrell_schoolcraft_000_1_1_1.pst.272.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.275.xls,1122,746,1868,58,50,92,24,352,24,576,0,0,0,0,8,192,0,0,2,2,1122
darrell_schoolcraft_000_1_1_1.pst.279.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.282.xls,17,13,30,12,9,17,0,0,1,3,0,0,0,0,0,0,1,3,10,10,16
darrell_schoolcraft_000_1_1_1.pst.283.xls,1262,839,2101,65,56,103,27,396,27,648,0,0,0,0,9,216,0,0,2,2,1262
darrell_schoolcraft_000_1_1_1.pst.287.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.288.xls,396,216,612,84,48,108,0,0,60,372,0,0,0,0,0,0,0,0,24,24,396
darrell_schoolcraft_000_1_1_1.pst.299.xls,1281,467,1748,140,86,204,5,32,67,1181,0,0,0,0,0,0,0,0,68,68,1281
darrell_schoolcraft_000_1_1_1.pst.300.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.303.xls,1542,1025,2567,79,68,125,33,484,33,792,0,0,0,0,11,264,0,0,2,2,1542
darrell_schoolcraft_000_1_1_1.pst.311.xls,1822,1211,3033,93,80,147,39,572,39,936,0,0,0,0,13,312,0,0,2,2,1822
darrell_schoolcraft_000_1_1_1.pst.322.xls,1099,973,2072,134,120,230,31,138,44,902,0,0,0,0,0,0,0,0,59,59,1099
darrell_schoolcraft_000_1_1_1.pst.323.xls,1099,973,2072,134,120,230,31,138,44,902,0,0,0,0,0,0,0,0,59,59,1099
darrell_schoolcraft_000_1_1_1.pst.325.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.331.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.333.xls,2102,1397,3499,107,92,169,45,660,45,1080,0,0,0,0,15,360,0,0,2,2,2102
darrell_schoolcraft_000_1_1_1.pst.343.xls,2242,1490,3732,114,98,180,48,704,48,1152,0,0,0,0,16,384,0,0,2,2,2242
darrell_schoolcraft_000_1_1_1.pst.344.xls,76,42,118,24,14,35,0,0,10,32,0,0,0,0,0,0,9,39,5,5,76
darrell_schoolcraft_000_1_1_1.pst.345.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.354.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.355.xls,2382,1583,3965,121,104,191,51,748,51,1224,0,0,0,0,17,408,0,0,2,2,2382
darrell_schoolcraft_000_1_1_1.pst.360.xls,148,37,185,4,2,6,0,0,4,74,0,0,0,0,0,0,0,0,0,0,74
darrell_schoolcraft_000_1_1_1.pst.362.xls,1099,973,2072,134,120,230,31,138,44,902,0,0,0,0,0,0,0,0,59,59,1099
darrell_schoolcraft_000_1_1_1.pst.363.xls,869,414,1283,246,186,431,89,224,25,297,0,0,0,0,104,305,5,10,23,23,859
darrell_schoolcraft_000_1_1_1.pst.364.xls,14002,7114,21116,2772,1785,3941,1,2,1638,12856,0,0,0,0,4,8,7,14,1122,1122,14002
darrell_schoolcraft_000_1_1_1.pst.366.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.369.xls,1099,973,2072,134,120,230,31,138,44,902,0,0,0,0,0,0,0,0,59,59,1099
darrell_schoolcraft_000_1_1_1.pst.370.xls,2522,1676,4198,128,110,202,54,792,54,1296,0,0,0,0,18,432,0,0,2,2,2522
darrell_schoolcraft_000_1_1_1.pst.377.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.379.xls,1099,973,2072,134,120,230,31,138,44,902,0,0,0,0,0,0,0,0,59,59,1099
darrell_schoolcraft_000_1_1_1.pst.386.xls,1099,973,2072,134,120,230,31,138,44,902,0,0,0,0,0,0,0,0,59,59,1099
darrell_schoolcraft_000_1_1_1.pst.388.xls,2662,1769,4431,135,116,213,57,836,57,1368,0,0,0,0,19,456,0,0,2,2,2662
darrell_schoolcraft_000_1_1_1.pst.393.xls,140,93,233,7,6,11,3,44,3,72,0,0,0,0,1,24,0,0,0,0,140
darrell_schoolcraft_000_1_1_1.pst.394.xls,1099,973,2072,134,120,230,31,138,44,902,0,0,0,0,0,0,0,0,59,59,1099
darrell_schoolcraft_000_1_1_1.pst.401.xls,301,279,580,135,119,223,0,0,57,223,0,0,0,0,0,0,0,0,78,78,301
darrell_schoolcraft_000_1_1_1.pst.402.xls,387,327,714,117,104,183,0,0,73,241,0,0,0,0,3,6,9,108,32,32,387
darrell_schoolcraft_000_1_1_1.pst.403.xls,17,13,30,13,10,17,0,0,1,3,0,0,0,0,0,0,1,3,11,11,17
darrell_schoolcraft_000_1_1_1.pst.404.xls,301,279,580,135,119,223,0,0,57,223,0,0,0,0,0,0,0,0,78,78,301
darrell_schoolcraft_000_1_1_1.pst.406.xls,50,26,76,4,3,7,0,0,2,48,0,0,0,0,0,0,0,0,2,2,50
darrell_schoolcraft_000_1_1_1.pst.417.xls,5978,3842,9820,273,184,340,0,0,273,5978,0,0,0,0,0,0,0,0,0,0,5978
darrell_schoolcraft_000_1_1_1.pst.420.xls,22,22,44,21,21,42,0,0,1,2,0,0,0,0,0,0,0,0,20,20,22
darrell_schoolcraft_000_1_1_1.pst.421.xls,1540,1023,2563,77,66,121,33,484,33,792,0,0,0,0,11,264,0,0,0,0,1540
darrell_schoolcraft_000_1_1_1.pst.426.xls,50,26,76,4,3,7,0,0,2,48,0,0,0,0,0,0,0,0,2,2,50
darrell_schoolcraft_000_1_1_1.pst.427.xls,1213,463,1676,134,85,197,5,32,63,1113,0,0,0,0,0,0,1,2,65,65,1212
darrell_schoolcraft_000_1_1_1.pst.428.xls,21612,7519,29131,1070,896,1644,23,682,536,11110,0,0,0,0,68,136,63,155,380,380,12463
darrell_schoolcraft_000_1_1_1.pst.433.xls,1213,463,1676,134,84,196,5,32,63,1113,0,0,0,0,0,0,2,4,64,64,1213
darrell_schoolcraft_000_1_1_1.pst.434.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.437.xls,50,26,76,4,3,7,0,0,2,48,0,0,0,0,0,0,0,0,2,2,50
darrell_schoolcraft_000_1_1_1.pst.438.xls,420,279,699,21,18,33,9,132,9,216,0,0,0,0,3,72,0,0,0,0,420
darrell_schoolcraft_000_1_1_1.pst.440.xls,7605,6551,14156,735,687,1338,181,1073,278,6256,0,0,0,0,0,0,0,0,276,276,7605
darrell_schoolcraft_000_1_1_1.pst.445.xls,50,26,76,4,3,7,0,0,2,48,0,0,0,0,0,0,0,0,2,2,50
darrell_schoolcraft_000_1_1_1.pst.446.xls,560,372,932,28,24,44,12,176,12,288,0,0,0,0,4,96,0,0,0,0,560
darrell_schoolcraft_000_1_1_1.pst.447.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.449.xls,7605,6551,14156,735,687,1338,181,1073,278,6256,0,0,0,0,0,0,0,0,276,276,7605
darrell_schoolcraft_000_1_1_1.pst.450.xls,1213,463,1676,134,85,197,5,32,63,1113,0,0,0,0,0,0,1,2,65,65,1212
darrell_schoolcraft_000_1_1_1.pst.451.xls,7605,6551,14156,735,687,1338,181,1073,278,6256,0,0,0,0,0,0,0,0,276,276,7605
darrell_schoolcraft_000_1_1_1.pst.453.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.454.xls,700,465,1165,35,30,55,15,220,15,360,0,0,0,0,5,120,0,0,0,0,700
darrell_schoolcraft_000_1_1_1.pst.458.xls,1213,463,1676,134,85,197,5,32,63,1113,0,0,0,0,0,0,1,2,65,65,1212
darrell_schoolcraft_000_1_1_1.pst.460.xls,50,26,76,4,3,7,0,0,2,48,0,0,0,0,0,0,0,0,2,2,50
darrell_schoolcraft_000_1_1_1.pst.461.xls,1213,463,1676,134,85,197,5,32,63,1113,0,0,0,0,0,0,1,2,65,65,1212
darrell_schoolcraft_000_1_1_1.pst.462.xls,700,465,1165,35,30,55,15,220,15,360,0,0,0,0,5,120,0,0,0,0,700
darrell_schoolcraft_000_1_1_1.pst.463.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.464.xls,840,558,1398,42,36,66,18,264,18,432,0,0,0,0,6,144,0,0,0,0,840
darrell_schoolcraft_000_1_1_1.pst.468.xls,980,651,1631,49,42,77,21,308,21,504,0,0,0,0,7,168,0,0,0,0,980
darrell_schoolcraft_000_1_1_1.pst.473.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.474.xls,4652,3164,7816,245,183,337,0,0,245,4652,0,0,0,0,0,0,0,0,0,0,4652
darrell_schoolcraft_000_1_1_1.pst.477.xls,1213,463,1676,134,85,197,5,32,63,1113,0,0,0,0,0,0,1,2,65,65,1212
darrell_schoolcraft_000_1_1_1.pst.478.xls,1120,744,1864,56,48,88,24,352,24,576,0,0,0,0,8,192,0,0,0,0,1120
darrell_schoolcraft_000_1_1_1.pst.479.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.480.xls,50,26,76,4,3,7,0,0,2,48,0,0,0,0,0,0,0,0,2,2,50
darrell_schoolcraft_000_1_1_1.pst.487.xls,50,26,76,4,3,7,0,0,2,48,0,0,0,0,0,0,0,0,2,2,50
darrell_schoolcraft_000_1_1_1.pst.488.xls,1260,837,2097,63,54,99,27,396,27,648,0,0,0,0,9,216,0,0,0,0,1260
darrell_schoolcraft_000_1_1_1.pst.489.xls,7605,6551,14156,735,687,1338,181,1073,278,6256,0,0,0,0,0,0,0,0,276,276,7605
darrell_schoolcraft_000_1_1_1.pst.490.xls,4653,3165,7818,245,183,336,0,0,245,4653,0,0,0,0,0,0,0,0,0,0,4653
darrell_schoolcraft_000_1_1_1.pst.493.xls,1213,463,1676,134,84,196,5,32,63,1113,0,0,0,0,0,0,2,4,64,64,1213
darrell_schoolcraft_000_1_1_1.pst.508.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.510.xls,50,26,76,4,3,7,0,0,2,48,0,0,0,0,0,0,0,0,2,2,50
darrell_schoolcraft_000_1_1_1.pst.511.xls,7605,6551,14156,735,687,1338,181,1073,278,6256,0,0,0,0,0,0,0,0,276,276,7605
darrell_schoolcraft_000_1_1_1.pst.513.xls,1400,930,2330,70,60,110,30,440,30,720,0,0,0,0,10,240,0,0,0,0,1400
darrell_schoolcraft_000_1_1_1.pst.515.xls,235,128,363,49,30,67,0,0,32,218,0,0,0,0,0,0,0,0,17,17,235
darrell_schoolcraft_000_1_1_1.pst.518.xls,1213,463,1676,134,84,196,5,32,63,1113,0,0,0,0,0,0,2,4,64,64,1213
darrell_schoolcraft_000_1_1_1.pst.519.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.521.xls,50,26,76,4,3,7,0,0,2,48,0,0,0,0,0,0,0,0,2,2,50
darrell_schoolcraft_000_1_1_1.pst.522.xls,1540,1023,2563,77,66,121,33,484,33,792,0,0,0,0,11,264,0,0,0,0,1540
darrell_schoolcraft_000_1_1_1.pst.527.xls,50,26,76,4,3,7,0,0,2,48,0,0,0,0,0,0,0,0,2,2,50
darrell_schoolcraft_000_1_1_1.pst.528.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.529.xls,1540,1023,2563,77,66,121,33,484,33,792,0,0,0,0,11,264,0,0,0,0,1540
darrell_schoolcraft_000_1_1_1.pst.531.xls,574,507,1081,79,68,130,18,84,22,451,0,0,0,0,0,0,0,0,39,39,574
darrell_schoolcraft_000_1_1_1.pst.532.xls,1680,1116,2796,84,72,132,36,528,36,864,0,0,0,0,12,288,0,0,0,0,1680
darrell_schoolcraft_000_1_1_1.pst.534.xls,1213,463,1676,134,84,196,5,32,63,1113,0,0,0,0,0,0,2,4,64,64,1213
darrell_schoolcraft_000_1_1_1.pst.536.xls,574,507,1081,79,68,130,18,84,22,451,0,0,0,0,0,0,0,0,39,39,574
darrell_schoolcraft_000_1_1_1.pst.537.xls,50,26,76,4,3,7,0,0,2,48,0,0,0,0,0,0,0,0,2,2,50
darrell_schoolcraft_000_1_1_1.pst.538.xls,1820,1209,3029,91,78,143,39,572,39,936,0,0,0,0,13,312,0,0,0,0,1820
darrell_schoolcraft_000_1_1_1.pst.539.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.546.xls,574,507,1081,79,68,130,18,84,22,451,0,0,0,0,0,0,0,0,39,39,574
darrell_schoolcraft_000_1_1_1.pst.547.xls,50,26,76,4,3,7,0,0,2,48,0,0,0,0,0,0,0,0,2,2,50
darrell_schoolcraft_000_1_1_1.pst.548.xls,4654,3166,7820,244,182,333,0,0,244,4654,0,0,0,0,0,0,0,0,0,0,4654
darrell_schoolcraft_000_1_1_1.pst.550.xls,1960,1302,3262,98,84,154,42,616,42,1008,0,0,0,0,14,336,0,0,0,0,1960
darrell_schoolcraft_000_1_1_1.pst.551.xls,574,507,1081,79,68,130,18,84,22,451,0,0,0,0,0,0,0,0,39,39,574
darrell_schoolcraft_000_1_1_1.pst.552.xls,574,507,1081,79,68,130,18,84,22,451,0,0,0,0,0,0,0,0,39,39,574
darrell_schoolcraft_000_1_1_1.pst.553.xls,574,507,1081,79,68,130,18,84,22,451,0,0,0,0,0,0,0,0,39,39,574
darrell_schoolcraft_000_1_1_1.pst.556.xls,12,12,24,2,2,3,0,0,2,12,0,0,0,0,0,0,0,0,0,0,12
darrell_schoolcraft_000_1_1_1.pst.558.xls,76,42,118,24,14,35,0,0,10,32,0,0,0,0,0,0,9,39,5,5,76
darrell_schoolcraft_000_1_1_1.pst.571.xls,103,103,206,9,9,15,0,0,9,103,0,0,0,0,0,0,0,0,0,0,103
darrell_schoolcraft_000_1_1_1.pst.572.xls,103,103,206,9,9,15,0,0,9,103,0,0,0,0,0,0,0,0,0,0,103
darrell_schoolcraft_000_1_1_1.pst.573.xls,416,195,611,30,20,34,0,0,11,312,2,62,0,0,0,0,4,10,13,13,397
darrell_schoolcraft_000_1_1_1.pst.582.xls,65,65,130,65,65,70,0,0,0,0,0,0,0,0,0,0,0,0,65,65,65
darrell_schoolcraft_000_1_1_1.pst.584.xls,5978,3842,9820,273,184,340,0,0,273,5978,0,0,0,0,0,0,0,0,0,0,5978
darrell_schoolcraft_000_1_1_1.pst.589.xls,1623,1438,3061,188,171,328,44,192,66,1353,0,0,0,0,0,0,0,0,78,78,1623
darrell_schoolcraft_000_1_1_1.pst.599.xls,5978,3842,9820,273,184,340,0,0,273,5978,0,0,0,0,0,0,0,0,0,0,5978
darrell_schoolcraft_000_1_1_1.pst.604.xls,1292,473,1765,149,91,216,5,32,69,1185,0,0,0,0,0,0,0,0,75,75,1292
darrell_schoolcraft_000_1_1_1.pst.605.xls,5978,3842,9820,273,184,340,0,0,273,5978,0,0,0,0,0,0,0,0,0,0,5978
darrell_schoolcraft_000_1_1_1.pst.616.xls,5978,3842,9820,273,184,340,0,0,273,5978,0,0,0,0,0,0,0,0,0,0,5978
darrell_schoolcraft_000_1_1_1.pst.618.xls,1400,930,2330,70,60,110,30,440,30,720,0,0,0,0,10,240,0,0,0,0,1400
darrell_schoolcraft_000_1_1_1.pst.622.xls,1400,930,2330,70,60,110,30,440,30,720,0,0,0,0,10,240,0,0,0,0,1400
darrell_schoolcraft_000_1_1_1.pst.623.xls,1623,1438,3061,188,171,328,44,192,66,1353,0,0,0,0,0,0,0,0,78,78,1623
darrell_schoolcraft_000_1_1_1.pst.624.xls,1623,1438,3061,188,171,328,44,192,66,1353,0,0,0,0,0,0,0,0,78,78,1623
darrell_schoolcraft_000_1_1_1.pst.627.xls,166,156,322,42,34,56,5,124,5,10,0,0,0,0,0,0,0,0,32,32,166
darrell_schoolcraft_000_1_1_1.pst.628.xls,166,156,322,42,34,56,5,124,5,10,0,0,0,0,0,0,0,0,32,32,166
darrell_schoolcraft_000_1_1_1.pst.630.xls,12,7,19,3,3,6,0,0,2,11,0,0,0,0,0,0,0,0,1,1,12
darrell_schoolcraft_000_1_1_1.pst.631.xls,1858,724,2582,114,61,166,5,32,71,1788,0,0,0,0,0,0,0,0,38,38,1858
darrell_schoolcraft_000_1_1_1.pst.632.xls,1853,719,2572,113,60,164,5,32,71,1784,0,0,0,0,0,0,0,0,37,37,1853
darrell_schoolcraft_000_1_1_1.pst.633.xls,1858,723,2581,114,60,165,5,32,71,1788,0,0,0,0,0,0,0,0,38,38,1858
darrell_schoolcraft_000_1_1_1.pst.645.xls,1858,723,2581,114,60,165,5,32,71,1788,0,0,0,0,0,0,0,0,38,38,1858
darrell_schoolcraft_000_1_1_1.pst.646.xls,1924,757,2681,118,62,171,5,32,74,1853,0,0,0,0,0,0,0,0,39,39,1924
darrell_schoolcraft_000_1_1_1.pst.647.xls,1924,757,2681,118,62,171,5,32,74,1853,0,0,0,0,0,0,0,0,39,39,1924
darrell_schoolcraft_000_1_1_1.pst.649.xls,76,51,127,4,3,6,0,0,3,75,0,0,0,0,0,0,0,0,1,1,76
darrell_schoolcraft_000_1_1_1.pst.650.xls,1924,757,2681,118,62,171,5,32,74,1853,0,0,0,0,0,0,0,0,39,39,1924
darrell_schoolcraft_000_1_1_1.pst.651.xls,76,51,127,4,3,6,0,0,3,75,0,0,0,0,0,0,0,0,1,1,76
darrell_schoolcraft_000_1_1_1.pst.652.xls,76,51,127,4,3,6,0,0,3,75,0,0,0,0,0,0,0,0,1,1,76
darrell_schoolcraft_000_1_1_1.pst.653.xls,76,51,127,4,3,6,0,0,3,75,0,0,0,0,0,0,0,0,1,1,76
darrell_schoolcraft_000_1_1_1.pst.654.xls,1862,757,2619,116,62,169,5,32,72,1791,0,0,0,0,0,0,0,0,39,39,1862
darrell_schoolcraft_000_1_1_1.pst.655.xls,127,52,179,7,4,10,0,0,5,125,0,0,0,0,0,0,0,0,2,2,127
darrell_schoolcraft_000_1_1_1.pst.656.xls,112,47,159,7,4,11,0,0,5,110,0,0,0,0,0,0,0,0,2,2,112
darrell_schoolcraft_000_1_1_1.pst.657.xls,1862,757,2619,116,62,169,5,32,72,1791,0,0,0,0,0,0,0,0,39,39,1862
darrell_schoolcraft_000_1_1_1.pst.658.xls,52,27,79,4,3,7,0,0,2,50,0,0,0,0,0,0,0,0,2,2,52
darrell_schoolcraft_000_1_1_1.pst.659.xls,50,26,76,5,5,10,0,0,3,48,0,0,0,0,0,0,0,0,2,2,50
darrell_schoolcraft_000_1_1_1.pst.660.xls,50,26,76,5,5,10,0,0,3,48,0,0,0,0,0,0,0,0,2,2,50
darrell_schoolcraft_000_1_1_1.pst.661.xls,50,26,76,5,5,10,0,0,3,48,0,0,0,0,0,0,0,0,2,2,50
darrell_schoolcraft_000_1_1_1.pst.662.xls,50,26,76,5,5,10,0,0,3,48,0,0,0,0,0,0,0,0,2,2,50
darrell_schoolcraft_000_1_1_1.pst.663.xls,1862,757,2619,116,62,169,5,32,72,1791,0,0,0,0,0,0,0,0,39,39,1862
darrell_schoolcraft_000_1_1_1.pst.664.xls,50,26,76,5,5,10,0,0,3,48,0,0,0,0,0,0,0,0,2,2,50
darrell_schoolcraft_000_1_1_1.pst.665.xls,25,25,50,8,8,14,1,4,5,19,0,0,0,0,0,0,0,0,2,2,25
darrell_schoolcraft_000_1_1_1.pst.666.xls,50,26,76,5,5,10,0,0,3,48,0,0,0,0,0,0,0,0,2,2,50
darrell_schoolcraft_000_1_1_1.pst.667.xls,1862,757,2619,116,62,169,5,32,72,1791,0,0,0,0,0,0,0,0,39,39,1862
darrell_schoolcraft_000_1_1_1.pst.668.xls,1862,757,2619,116,62,169,5,32,72,1791,0,0,0,0,0,0,0,0,39,39,1862
darrell_schoolcraft_000_1_1_1.pst.669.xls,50,26,76,5,5,10,0,0,3,48,0,0,0,0,0,0,0,0,2,2,50
